,All households,+2 or more,1,0	,-1,-2 or less
S01009014,284,141,75,54,13,1
S01009015,303,199,48,42,8,6
S01009016,250,180,43,22,4,1
S01009017,278,154,65,43,11,5
S01009018,326,196,82,36,8,4
S01009019,221,129,52,29,11,0
S01009020,366,214,93,45,10,4
S01009021,344,236,51,47,8,2
S01009022,447,282,94,55,15,1
S01009023,435,312,71,45,7,0
S01009024,476,277,117,69,12,1
S01009025,433,288,85,55,4,1
S01009026,411,264,89,51,4,3
S01009027,373,276,61,23,12,1
S01009028,232,155,45,28,3,1
S01009029,286,188,64,21,10,3
S01009030,321,203,67,39,10,2
S01009031,356,227,81,37,8,3
S01009032,299,211,58,25,4,1
S01009033,359,261,59,32,4,3
S01009034,283,204,52,20,7,0
S01009035,381,259,85,29,8,0
S01009036,437,269,100,55,11,2
S01009037,367,217,68,62,19,1
S01009038,440,263,86,67,16,8
S01009039,313,99,87,98,23,6
S01009040,338,113,107,81,31,6
S01009041,503,189,110,171,23,10
S01009042,401,163,119,87,28,4
S01009043,293,134,93,55,9,2
S01009044,412,185,133,72,17,5
S01009045,287,168,62,46,11,0
S01009046,363,253,58,38,11,3
S01009047,336,229,69,35,3,0
S01009048,348,260,44,40,3,1
S01009049,274,187,53,26,6,2
S01009050,370,159,115,70,23,3
S01009051,292,112,108,54,11,7
S01009052,305,104,113,68,15,5
S01009053,259,39,103,81,26,10
S01009054,249,78,95,51,18,7
S01009055,361,211,78,62,8,2
S01009056,217,83,62,47,21,4
S01009057,282,81,115,58,20,8
S01009058,385,131,125,108,15,6
S01009059,347,187,85,56,12,7
S01009060,188,157,22,5,2,2
S01009061,326,106,114,84,17,5
S01009062,298,95,105,83,12,3
S01009063,291,186,71,27,5,2
S01009064,264,80,94,68,17,5
S01009065,328,89,130,87,18,4
S01009066,319,121,104,77,12,5
S01009067,302,217,50,29,4,2
S01009068,386,139,135,81,19,12
S01009069,249,153,69,26,1,0
S01009070,269,130,81,46,8,4
S01009071,228,89,84,41,9,5
S01009072,199,122,35,34,5,3
S01009073,251,88,86,52,20,5
S01009074,290,82,108,74,20,6
S01009075,233,86,82,50,7,8
S01009076,381,193,111,52,20,5
S01009077,259,115,91,42,7,4
S01009078,271,202,51,16,2,0
S01009079,388,128,125,108,24,3
S01009080,430,150,149,102,22,7
S01009081,311,118,127,57,8,1
S01009082,426,145,142,103,28,8
S01009083,349,140,115,72,16,6
S01009084,177,116,29,25,4,3
S01009085,280,168,80,29,3,0
S01009086,305,124,95,61,20,5
S01009087,247,95,90,53,9,0
S01009088,385,264,80,32,5,4
S01009089,325,275,27,19,3,1
S01009090,333,189,88,47,9,0
S01009091,223,191,16,13,3,0
S01009092,482,228,153,77,20,4
S01009093,343,92,126,106,13,6
S01009094,290,240,42,4,3,1
S01009095,360,170,82,80,23,5
S01009096,384,223,68,70,15,8
S01009097,347,227,86,25,8,1
S01009098,190,147,32,10,1,0
S01009099,384,171,94,71,37,11
S01009100,397,75,133,140,41,8
S01009101,369,144,99,94,26,6
S01009102,317,98,99,83,26,11
S01009103,246,161,58,26,1,0
S01009104,352,116,142,78,12,4
S01009105,337,152,95,74,12,4
S01009106,264,70,129,59,5,1
S01009107,333,192,89,39,11,2
S01009108,313,181,92,35,3,2
S01009109,263,199,37,23,3,1
S01009110,263,115,93,44,9,2
S01009111,372,164,99,85,17,7
S01009112,238,163,58,17,0,0
S01009113,381,189,120,56,11,5
S01009114,303,122,107,52,17,5
S01009115,259,98,68,74,17,2
S01009116,191,122,48,17,4,0
S01009117,391,111,149,98,26,7
S01009118,215,148,38,26,2,1
S01009119,297,92,94,86,16,9
S01009120,233,67,87,64,15,0
S01009121,380,100,162,92,18,8
S01009122,417,207,130,59,19,2
S01009123,215,127,47,33,7,1
S01009124,217,118,48,41,8,2
S01009125,301,94,127,57,16,7
S01009126,281,37,122,95,25,2
S01009127,269,39,88,111,22,9
S01009128,467,38,171,222,24,12
S01009129,205,61,72,50,15,7
S01009130,271,89,99,66,12,5
S01009131,260,46,105,87,14,8
S01009132,329,160,107,49,8,5
S01009133,301,48,137,89,22,5
S01009134,409,191,141,60,14,3
S01009135,264,73,87,87,12,5
S01009136,275,147,90,33,3,2
S01009137,203,183,9,9,2,0
S01009138,395,189,111,74,16,5
S01009139,239,40,60,109,26,4
S01009140,381,91,111,138,35,6
S01009141,473,73,135,233,24,8
S01009142,393,56,81,202,49,5
S01009143,312,30,129,111,37,5
S01009144,306,127,119,50,10,0
S01009145,497,136,196,129,31,5
S01009146,417,103,176,91,33,14
S01009147,353,85,134,106,24,4
S01009148,260,99,75,60,21,5
S01009149,384,156,112,84,26,6
S01009150,574,35,310,197,25,7
S01009151,474,123,227,106,14,4
S01009152,462,38,181,192,45,6
S01009153,266,85,85,58,32,6
S01009154,438,222,85,92,28,11
S01009155,234,142,53,31,8,0
S01009156,247,194,34,15,3,1
S01009157,366,151,129,64,18,4
S01009158,277,82,117,69,8,1
S01009159,250,26,107,90,19,8
S01009160,327,71,92,125,33,6
S01009161,349,45,160,113,25,6
S01009162,436,79,173,138,42,4
S01009163,233,108,71,39,12,3
S01009164,307,106,106,77,18,0
S01009165,324,90,131,81,18,4
S01009166,399,81,165,112,35,6
S01009167,198,59,55,60,16,8
S01009168,297,146,79,51,19,2
S01009169,420,118,165,104,26,7
S01009170,282,79,111,64,26,2
S01009171,297,91,102,92,11,1
S01009172,288,204,62,16,5,1
S01009173,309,209,59,31,9,1
S01009174,162,142,12,5,3,0
S01009175,300,230,54,15,0,1
S01009176,400,345,45,7,2,1
S01009177,367,100,137,103,23,4
S01009178,320,64,113,105,30,8
S01009179,273,103,96,60,13,1
S01009180,437,108,180,111,35,3
S01009181,361,142,102,95,18,4
S01009182,419,185,153,71,9,1
S01009183,267,194,48,16,6,3
S01009184,376,136,122,86,20,12
S01009185,354,135,128,63,23,5
S01009186,312,156,66,66,21,3
S01009187,215,142,38,28,5,2
S01009188,383,186,109,73,13,2
S01009189,336,101,124,93,12,6
S01009190,309,203,71,29,2,4
S01009191,229,198,20,5,4,2
S01009192,258,149,71,24,13,1
S01009193,127,90,28,5,3,1
S01009194,323,262,43,14,2,2
S01009195,353,176,138,35,3,1
S01009196,298,145,89,51,9,4
S01009197,401,268,75,47,8,3
S01009198,306,193,65,38,8,2
S01009199,248,146,64,33,5,0
S01009200,439,324,67,38,8,2
S01009201,268,86,83,82,11,6
S01009202,190,139,40,10,0,1
S01009203,269,86,84,84,10,5
S01009204,343,150,97,63,27,6
S01009205,307,165,106,29,6,1
S01009206,362,194,110,41,14,3
S01009207,375,211,82,58,17,7
S01009208,294,175,61,46,11,1
S01009209,304,166,86,39,8,5
S01009210,234,151,51,26,3,3
S01009211,259,121,70,56,8,4
S01009212,363,109,126,99,24,5
S01009213,355,110,112,101,24,8
S01009214,397,241,91,58,5,2
S01009215,439,151,132,134,16,6
S01009216,397,158,114,90,28,7
S01009217,279,54,105,87,26,7
S01009218,395,160,150,61,21,3
S01009219,313,44,175,71,19,4
S01009220,264,94,89,72,9,0
S01009221,239,54,112,53,17,3
S01009222,238,49,98,70,15,6
S01009223,244,75,105,57,4,3
S01009224,277,59,125,72,18,3
S01009225,268,86,85,73,18,6
S01009226,507,84,229,167,23,4
S01009227,355,73,117,140,20,5
S01009228,313,69,133,86,22,3
S01009229,293,94,92,89,10,8
S01009230,319,49,125,117,25,3
S01009231,437,171,146,105,7,8
S01009232,309,40,144,95,23,7
S01009233,267,82,115,59,8,3
S01009234,476,73,182,180,32,9
S01009235,457,121,173,119,36,8
S01009236,224,107,75,36,3,3
S01009237,378,213,106,41,15,3
S01009238,335,115,117,71,31,1
S01009239,420,68,137,183,25,7
S01009240,387,54,155,145,26,7
S01009241,453,96,158,163,29,7
S01009242,321,176,90,45,8,2
S01009243,398,155,136,82,24,1
S01009244,337,219,85,25,7,1
S01009245,361,200,98,55,6,2
S01009246,383,126,133,94,25,5
S01009247,429,130,167,100,31,1
S01009248,300,153,75,57,12,3
S01009249,375,96,135,115,24,5
S01009250,278,89,93,78,12,6
S01009251,221,117,52,50,2,0
S01009252,163,120,28,10,5,0
S01009253,239,71,87,58,15,8
S01009254,371,93,147,103,20,8
S01009255,376,75,103,129,51,18
S01009256,222,110,66,38,7,1
S01009257,330,122,90,70,38,10
S01009258,282,180,68,21,7,6
S01009259,380,254,77,41,7,1
S01009260,526,184,175,131,28,8
S01009261,386,90,123,141,25,7
S01009262,293,49,102,115,25,2
S01009263,365,166,132,53,14,0
S01009264,231,165,47,17,2,0
S01009265,376,146,112,87,23,8
S01009266,374,171,123,65,10,5
S01009267,377,148,135,74,18,2
S01009268,431,159,146,103,18,5
S01009269,351,111,117,103,16,4
S01009270,306,65,114,98,24,5
S01009271,349,211,98,31,7,2
S01009272,264,111,68,65,15,5
S01009273,211,153,42,12,3,1
S01009274,255,161,56,28,7,3
S01009275,244,126,73,36,7,2
S01009276,373,241,72,48,8,4
S01009277,218,181,29,4,3,1
S01009278,235,147,64,19,4,1
S01009279,283,122,88,57,10,6
S01009280,406,100,126,141,32,7
S01009281,375,105,151,84,29,6
S01009282,346,188,92,51,14,1
S01009283,180,107,40,26,4,3
S01009284,311,212,64,30,4,1
S01009285,350,161,101,73,12,3
S01009286,351,190,93,57,8,3
S01009287,339,258,51,27,3,0
S01009288,392,213,107,61,10,1
S01009289,409,279,79,42,9,0
S01009290,288,243,38,7,0,0
S01009291,394,250,102,31,10,1
S01009292,228,57,80,70,17,4
S01009293,297,145,76,56,18,2
S01009294,192,136,36,15,5,0
S01009295,264,149,80,28,7,0
S01009296,187,118,34,30,4,1
S01009297,328,228,54,36,8,2
S01009298,553,83,207,189,64,10
S01009299,484,174,152,122,31,5
S01009300,287,77,85,96,25,4
S01009301,551,104,200,195,44,8
S01009302,450,50,148,210,34,8
S01009303,322,214,56,40,10,2
S01009304,395,208,102,70,13,2
S01009305,412,140,138,110,17,7
S01009306,565,157,177,168,52,11
S01009307,544,159,146,173,56,10
S01009308,304,64,83,133,22,2
S01009309,400,115,129,122,28,6
S01009310,399,249,93,41,10,6
S01009311,274,117,72,60,21,4
S01009312,366,87,140,106,28,5
S01009313,285,64,88,113,17,3
S01009314,258,163,58,27,7,3
S01009315,270,82,109,59,15,5
S01009316,326,199,75,40,12,0
S01009317,358,266,58,28,6,0
S01009318,236,167,45,22,1,1
S01009319,416,315,80,16,4,1
S01009320,352,147,93,101,7,4
S01009321,295,231,52,7,5,0
S01009322,355,200,93,55,5,2
S01009323,327,118,102,81,22,4
S01009324,256,75,89,75,14,3
S01009325,308,152,113,37,4,2
S01009326,210,106,71,28,3,2
S01009327,258,143,81,28,5,1
S01009328,237,171,44,17,4,1
S01009329,203,73,75,49,4,2
S01009330,183,80,46,47,8,2
S01009331,180,157,14,6,3,0
S01009332,333,261,55,13,3,1
S01009333,355,87,143,104,16,5
S01009334,310,97,91,98,15,9
S01009335,337,136,107,69,20,5
S01009336,318,68,101,117,30,2
S01009337,318,57,128,100,31,2
S01009338,401,85,108,178,26,4
S01009339,391,78,130,142,36,5
S01009340,283,72,107,78,21,5
S01009341,270,77,113,62,15,3
S01009342,333,97,136,81,14,5
S01009343,242,57,104,68,9,4
S01009344,288,54,128,84,15,7
S01009345,379,149,137,67,22,4
S01009346,228,201,14,8,3,2
S01009347,216,206,6,4,0,0
S01009348,161,137,17,4,2,1
S01009349,288,217,52,14,3,2
S01009350,240,95,83,49,13,0
S01009351,213,110,74,25,3,1
S01009352,290,211,51,26,2,0
S01009353,147,106,26,13,2,0
S01009354,297,249,26,19,3,0
S01009355,367,253,61,50,3,0
S01009356,411,258,112,36,5,0
S01009357,179,132,30,14,2,1
S01009358,256,236,15,4,1,0
S01009359,277,190,64,21,2,0
S01009360,376,200,85,80,10,1
S01009361,342,195,93,42,9,3
S01009362,417,278,89,39,9,2
S01009363,373,148,154,57,13,1
S01009364,325,167,97,52,6,3
S01009365,277,100,113,52,9,3
S01009366,351,150,118,66,13,4
S01009367,296,87,116,68,20,5
S01009368,211,74,65,58,9,5
S01009369,255,94,97,54,10,0
S01009370,381,168,135,64,12,2
S01009371,242,91,83,54,12,2
S01009372,219,71,84,49,13,2
S01009373,398,76,169,132,18,3
S01009374,432,133,134,129,27,9
S01009375,337,100,120,91,22,4
S01009376,271,89,84,78,16,4
S01009377,373,142,132,78,18,3
S01009378,388,154,112,83,35,4
S01009379,337,188,70,60,16,3
S01009380,200,119,42,34,2,3
S01009381,284,114,100,58,11,1
S01009382,377,121,112,120,18,6
S01009383,439,85,140,169,37,8
S01009384,248,176,33,30,6,3
S01009385,220,103,66,38,8,5
S01009386,279,121,89,54,12,3
S01009387,260,104,86,58,10,2
S01009388,423,65,168,146,34,10
S01009389,460,193,96,140,27,4
S01009390,270,208,47,12,3,0
S01009391,259,157,67,29,6,0
S01009392,193,134,39,18,2,0
S01009393,265,158,77,19,10,1
S01009394,451,145,198,92,16,0
S01009395,305,245,44,13,2,1
S01009396,301,260,24,16,1,0
S01009397,330,183,48,73,21,5
S01009398,308,132,99,66,9,2
S01009399,311,179,91,29,11,1
S01009400,221,91,82,38,8,2
S01009401,284,207,59,16,0,2
S01009402,397,276,80,34,6,1
S01009403,206,122,52,30,0,2
S01009404,232,87,70,54,15,6
S01009405,157,88,43,23,1,2
S01009406,429,156,126,121,20,6
S01009407,227,99,76,39,10,3
S01009408,307,173,73,51,9,1
S01009409,308,115,104,65,22,2
S01009410,351,106,112,94,32,7
S01009411,364,115,118,101,27,3
S01009412,407,104,137,136,22,8
S01009413,456,140,163,120,25,8
S01009414,292,131,85,56,17,3
S01009415,386,103,136,114,22,11
S01009416,201,111,52,32,6,0
S01009417,114,82,20,9,3,0
S01009418,517,150,172,147,37,11
S01009419,245,75,82,74,11,3
S01009420,253,85,75,73,19,1
S01009421,295,116,94,62,19,4
S01009422,369,114,134,90,27,4
S01009423,336,253,52,22,5,4
S01009424,250,124,72,45,9,0
S01009425,372,150,124,74,17,7
S01009426,415,65,164,157,21,8
S01009427,326,66,141,102,13,4
S01009428,235,81,65,61,23,5
S01009429,341,62,126,99,44,10
S01009430,338,91,116,95,26,10
S01009431,330,101,121,91,9,8
S01009432,321,113,97,85,15,11
S01009433,330,104,108,96,18,4
S01009434,248,56,91,74,23,4
S01009435,347,80,126,109,24,8
S01009436,298,65,137,75,19,2
S01009437,318,99,110,84,17,8
S01009438,410,133,145,100,23,9
S01009439,386,148,120,92,22,4
S01009440,328,103,120,80,20,5
S01009441,370,74,113,145,33,5
S01009442,216,144,37,24,9,2
S01009443,288,134,89,49,14,2
S01009444,305,196,75,25,7,2
S01009445,320,130,117,51,18,4
S01009446,471,86,174,152,52,7
S01009447,238,68,83,71,14,2
S01009448,343,179,96,56,8,4
S01009449,231,78,92,42,14,5
S01009450,307,41,126,118,16,6
S01009451,427,107,159,122,32,7
S01009452,269,53,120,76,19,1
S01009453,493,110,202,143,28,10
S01009454,397,224,111,45,16,1
S01009455,386,271,58,43,12,2
S01009456,358,97,99,133,19,10
S01009457,254,151,65,25,12,1
S01009458,332,141,65,97,23,6
S01009459,457,127,119,158,45,8
S01009460,399,69,143,147,36,4
S01009461,201,175,17,7,2,0
S01009462,292,115,111,48,14,4
S01009463,306,148,93,56,9,0
S01009464,378,175,115,68,15,5
S01009465,269,118,81,54,11,5
S01009466,256,170,53,27,3,3
S01009467,330,219,73,32,4,2
S01009468,385,108,127,120,23,7
S01009469,393,169,135,72,13,4
S01009470,232,102,79,40,10,1
S01009471,414,57,169,158,25,5
S01009472,435,153,113,126,36,7
S01009473,464,53,154,201,45,11
S01009474,403,131,129,118,17,8
S01009475,222,162,36,20,4,0
S01009476,169,125,29,12,2,1
S01009477,358,147,98,85,22,6
S01009478,480,122,122,182,44,10
S01009479,420,164,104,100,47,5
S01009480,420,213,111,76,18,2
S01009481,489,123,174,158,28,6
S01009482,332,85,98,115,28,6
S01009483,403,129,113,123,34,4
S01009484,427,139,157,115,10,6
S01009485,362,139,100,87,29,7
S01009486,313,155,87,59,9,3
S01009487,385,139,134,95,10,7
S01009488,267,142,71,41,10,3
S01009489,389,101,113,138,29,8
S01009490,394,61,164,142,21,6
S01009491,332,87,120,105,16,4
S01009492,310,96,107,80,24,3
S01009493,366,318,33,13,2,0
S01009494,387,202,91,76,8,10
S01009495,375,196,108,63,4,4
S01009496,371,89,144,107,26,5
S01009497,426,115,184,103,20,4
S01009498,276,217,46,12,1,0
S01009499,357,182,87,60,23,5
S01009500,382,70,147,135,24,6
S01009501,315,70,116,105,22,2
S01009502,374,74,166,109,16,9
S01009503,338,87,126,101,17,7
S01009504,314,77,104,97,31,5
S01009505,355,79,115,128,27,6
S01009506,348,72,127,106,30,13
S01009507,346,153,99,70,18,6
S01009508,397,98,132,127,34,6
S01009509,421,115,129,130,33,14
S01009510,301,219,54,19,6,3
S01009511,257,196,36,16,7,2
S01009512,313,198,72,35,7,1
S01009513,245,174,47,22,2,0
S01009514,282,174,75,24,9,0
S01009515,362,69,137,131,17,8
S01009516,399,108,160,107,22,2
S01009517,347,247,63,34,2,1
S01009518,319,227,68,15,7,2
S01009519,195,98,63,26,6,2
S01009520,328,169,89,55,11,4
S01009521,363,129,111,79,33,11
S01009522,376,132,124,93,20,7
S01009523,263,61,104,74,19,5
S01009524,341,97,95,118,22,9
S01009525,254,78,92,73,8,3
S01009526,365,74,171,96,21,3
S01009527,384,67,156,128,27,6
S01009528,355,49,160,117,25,4
S01009529,247,151,55,30,9,2
S01009530,255,195,43,13,3,1
S01009531,432,89,155,147,31,10
S01009532,437,63,216,128,26,4
S01009533,440,51,174,171,33,11
S01009534,427,76,132,171,32,16
S01009535,297,37,104,123,26,7
S01009536,228,81,74,51,18,4
S01009537,280,76,99,77,24,4
S01009538,401,87,162,127,23,2
S01009539,389,154,133,80,19,3
S01009540,459,80,167,170,27,15
S01009541,321,159,92,58,9,3
S01009542,380,62,161,122,32,3
S01009543,279,100,85,81,13,0
S01009544,432,120,169,123,19,1
S01009545,344,119,122,83,17,3
S01009546,414,158,149,84,20,3
S01009547,337,101,121,88,22,5
S01009548,317,102,119,80,13,3
S01009549,348,136,115,76,15,6
S01009550,208,105,54,40,7,2
S01009551,229,92,72,57,7,1
S01009552,398,187,117,79,12,3
S01009553,421,117,123,136,35,10
S01009554,311,116,92,79,20,4
S01009555,364,153,98,87,21,5
S01009556,338,104,110,95,21,8
S01009557,300,94,120,61,21,4
S01009558,291,89,106,76,16,4
S01009559,374,127,103,101,32,11
S01009560,351,131,105,94,19,2
S01009561,258,86,77,73,20,2
S01009562,316,122,114,66,12,2
S01009563,373,103,156,95,18,1
S01009564,315,146,74,73,20,2
S01009565,246,87,69,67,15,8
S01009566,431,170,139,103,12,7
S01009567,414,129,134,126,21,4
S01009568,333,105,121,86,16,5
S01009569,363,122,137,87,13,4
S01009570,240,75,77,71,14,3
S01009571,297,95,99,74,19,10
S01009572,499,128,182,143,37,9
S01009573,329,112,107,82,23,5
S01009574,447,133,163,115,28,8
S01009575,232,83,60,68,13,8
S01009576,223,151,49,17,6,0
S01009577,253,196,32,20,5,0
S01009578,312,111,95,78,24,4
S01009579,443,179,99,142,16,7
S01009580,355,244,83,23,5,0
S01009581,258,96,84,56,14,8
S01009582,240,64,84,70,17,5
S01009583,336,112,103,107,12,2
S01009584,219,144,47,22,5,1
S01009585,408,122,142,107,29,8
S01009586,313,124,76,94,12,7
S01009587,370,118,142,92,17,1
S01009588,436,131,174,102,23,6
S01009589,356,157,115,61,18,5
S01009590,267,201,49,13,4,0
S01009591,307,175,60,51,16,5
S01009592,246,180,47,15,4,0
S01009593,223,183,27,12,1,0
S01009594,263,158,79,20,5,1
S01009595,174,139,18,11,3,3
S01009596,355,105,85,131,28,6
S01009597,361,84,105,134,28,10
S01009598,303,52,73,152,20,6
S01009599,403,125,117,124,30,7
S01009600,330,51,87,152,33,7
S01009601,296,91,85,87,29,4
S01009602,291,218,53,17,3,0
S01009603,234,155,37,32,6,4
S01009604,377,168,95,96,16,2
S01009605,348,112,92,117,23,4
S01009606,218,171,28,18,1,0
S01009607,208,162,27,16,2,1
S01009608,287,97,93,78,16,3
S01009609,358,172,99,66,17,4
S01009610,500,165,160,143,18,14
S01009611,218,147,49,19,1,2
S01009612,272,95,88,71,15,3
S01009613,181,126,33,15,4,3
S01009614,223,119,67,34,3,0
S01009615,174,81,58,29,4,2
S01009616,324,117,108,80,14,5
S01009617,297,172,67,40,13,5
S01009618,333,61,152,82,32,6
S01009619,302,68,102,112,17,3
S01009620,391,94,162,110,21,4
S01009621,394,141,96,116,25,16
S01009622,394,73,130,149,34,8
S01009623,243,55,103,67,17,1
S01009624,408,113,148,115,24,8
S01009625,378,107,162,93,12,4
S01009626,231,83,64,53,25,6
S01009627,342,132,109,76,21,4
S01009628,265,72,110,71,6,6
S01009629,435,107,172,116,31,9
S01009630,343,86,128,96,22,11
S01009631,406,55,160,160,17,14
S01009632,306,32,125,99,36,14
S01009633,297,88,101,73,27,8
S01009634,253,58,92,74,26,3
S01009635,414,121,155,112,20,6
S01009636,521,65,203,209,32,12
S01009637,340,99,115,104,12,10
S01009638,292,107,72,83,20,10
S01009639,325,228,62,21,13,1
S01009640,363,60,118,161,19,5
S01009641,479,91,165,175,37,11
S01009642,482,158,169,119,29,7
S01009643,218,111,74,28,4,1
S01009644,339,151,108,61,17,2
S01009645,301,71,111,96,19,4
S01009646,244,96,86,39,18,5
S01009647,318,81,118,101,16,2
S01009648,394,123,159,85,23,4
S01009649,451,212,123,96,15,5
S01009650,343,255,61,25,2,0
S01009651,427,252,86,67,21,1
S01009652,399,259,91,37,10,2
S01009653,229,172,41,13,3,0
S01009654,274,139,82,42,5,6
S01009655,351,132,109,79,25,6
S01009656,387,110,141,112,17,7
S01009657,332,153,110,48,16,5
S01009658,286,98,103,71,12,2
S01009659,230,96,62,60,10,2
S01009660,430,189,120,101,16,4
S01009661,331,235,67,22,6,1
S01009662,292,168,68,38,14,4
S01009663,281,150,64,58,7,2
S01009664,377,214,82,65,12,4
S01009665,293,126,68,74,20,5
S01009666,342,158,86,81,13,4
S01009667,223,153,46,23,1,0
S01009668,243,130,68,35,7,3
S01009669,240,132,68,32,8,0
S01009670,340,158,95,74,12,1
S01009671,262,139,81,34,5,3
S01009672,355,119,120,100,14,2
S01009673,351,175,104,51,13,8
S01009674,392,239,89,51,10,3
S01009675,379,230,81,61,4,3
S01009676,356,178,93,63,20,2
