,All households,+2 or more,1,0	,-1,-2 or less
S01011650,308,133,86,60,21,8
S01011651,446,123,178,105,28,12
S01011652,311,125,98,69,15,4
S01011653,340,129,94,78,32,7
S01011654,521,122,168,158,53,20
S01011655,471,48,152,165,80,26
S01011656,287,44,102,83,36,22
S01011657,281,30,79,121,36,15
S01011658,304,49,116,92,28,19
S01011659,353,98,121,101,27,6
S01011660,379,139,129,82,22,7
S01011661,246,63,95,63,17,8
S01011662,237,120,72,34,9,2
S01011663,428,53,160,149,50,16
S01011664,408,118,128,102,44,16
S01011665,428,62,190,133,27,16
S01011666,454,114,140,151,34,15
S01011667,375,111,105,115,35,9
S01011668,429,72,144,124,57,32
S01011669,299,129,94,55,12,9
S01011670,234,35,84,85,20,10
S01011671,316,117,102,69,21,7
S01011672,275,110,69,68,17,11
S01011673,275,63,103,76,23,10
S01011674,434,180,144,87,19,4
S01011675,387,106,138,104,28,11
S01011676,311,65,90,92,52,12
S01011677,258,110,63,50,29,6
S01011678,222,56,78,54,24,10
S01011679,204,110,60,22,6,6
S01011680,454,135,133,127,43,16
S01011681,345,96,116,91,29,13
S01011682,182,121,41,12,5,3
S01011683,306,121,104,57,19,5
S01011684,234,106,64,50,11,3
S01011685,279,184,49,31,9,6
S01011686,344,178,86,65,11,4
S01011687,386,69,142,127,36,12
S01011688,307,165,84,40,13,5
S01011689,248,191,36,11,6,4
S01011690,396,197,97,74,20,8
S01011691,224,139,48,30,6,1
S01011692,455,121,157,134,35,8
S01011693,367,139,104,89,26,9
S01011694,200,96,54,41,8,1
S01011695,333,230,67,28,5,3
S01011696,351,312,18,17,2,2
S01011697,398,213,92,65,24,4
S01011698,271,70,108,62,28,3
S01011699,387,180,118,71,17,1
S01011700,354,153,96,72,26,7
S01011701,444,220,112,91,18,3
S01011702,335,135,91,77,25,7
S01011703,255,175,49,22,8,1
S01011704,274,148,74,37,12,3
S01011705,318,128,80,77,27,6
S01011706,450,191,117,112,23,7
S01011707,283,186,60,28,7,2
S01011708,448,158,118,137,27,8
S01011709,370,174,109,61,18,8
S01011710,257,39,78,91,33,16
S01011711,321,41,131,110,27,12
S01011712,294,25,139,107,19,4
S01011713,389,143,146,74,22,4
S01011714,194,81,75,32,6,0
S01011715,297,47,99,119,26,6
S01011716,351,152,104,77,16,2
S01011717,294,166,79,38,8,3
S01011718,289,197,54,30,7,1
S01011719,224,130,54,31,9,0
S01011720,213,134,42,31,3,3
S01011721,305,107,96,80,21,1
S01011722,317,103,89,99,22,4
S01011723,397,159,115,107,11,5
S01011724,261,102,90,51,14,4
S01011725,219,139,53,22,3,2
S01011726,208,120,61,20,6,1
S01011727,261,205,35,13,5,3
S01011728,393,143,115,106,21,8
S01011729,302,89,98,86,25,4
S01011730,431,158,131,91,40,11
S01011731,352,120,139,75,16,2
S01011732,299,178,75,38,6,2
S01011733,352,147,102,84,15,4
S01011734,335,149,82,78,26,0
S01011735,288,202,51,26,9,0
S01011736,317,110,115,68,17,7
S01011737,294,123,92,59,16,4
S01011738,466,174,145,87,45,15
S01011739,226,100,72,43,7,4
S01011740,356,123,116,87,22,8
S01011741,296,124,102,44,17,9
S01011742,333,109,116,72,23,13
S01011743,379,142,117,91,21,8
S01011744,462,78,172,156,46,10
S01011745,398,99,119,141,33,6
S01011746,215,98,61,39,13,4
S01011747,413,155,120,104,29,5
S01011748,375,140,121,81,25,8
S01011749,370,116,120,81,42,11
S01011750,398,149,113,109,16,11
S01011751,532,94,235,150,44,9
S01011752,460,147,182,109,19,3
S01011753,366,168,132,51,12,3
S01011754,339,156,109,61,10,3
S01011755,456,143,152,136,21,4
S01011756,430,174,118,100,30,8
S01011757,327,95,86,115,20,11
S01011758,252,113,63,65,7,4
S01011759,340,155,102,66,14,3
S01011760,411,127,127,119,31,7
S01011761,272,86,100,67,15,4
S01011762,322,111,112,82,14,3
S01011763,350,113,124,92,18,3
S01011764,136,64,37,25,6,4
S01011765,380,185,99,61,27,8
S01011766,209,144,38,19,7,1
S01011767,443,134,135,146,18,10
S01011768,342,78,133,104,19,8
S01011769,321,67,137,97,10,10
S01011770,409,91,183,100,27,8
S01011771,238,169,36,24,5,4
S01011772,390,339,33,12,4,2
S01011773,200,122,55,18,3,2
S01011774,354,158,101,76,16,3
S01011775,228,164,42,18,3,1
S01011776,319,264,35,13,5,2
S01011777,264,112,89,54,9,0
S01011778,261,125,56,56,23,1
S01011779,324,176,90,44,12,2
S01011780,315,233,47,20,11,4
S01011781,214,141,48,17,8,0
S01011782,271,189,59,19,3,1
S01011783,213,121,61,23,7,1
S01011784,349,100,116,108,23,2
S01011785,389,120,125,118,18,8
S01011786,124,102,15,6,1,0
S01011787,483,123,143,150,46,21
S01011788,225,205,9,4,6,1
S01011789,284,145,62,57,16,4
S01011790,404,151,113,98,32,10
S01011791,347,66,134,115,28,4
S01011792,515,101,122,227,50,15
S01011793,327,114,131,67,11,4
S01011794,414,64,148,161,29,12
S01011795,317,47,132,105,20,13
S01011796,354,58,110,133,42,11
S01011797,385,246,100,29,7,3
S01011798,242,55,94,63,28,2
S01011799,357,170,88,72,23,4
S01011800,219,63,91,49,12,4
S01011801,253,61,96,68,23,5
S01011802,361,98,138,104,15,6
S01011803,236,86,66,59,21,4
S01011804,379,150,118,76,29,6
S01011805,279,134,78,40,21,6
S01011806,362,221,68,48,22,3
S01011807,444,327,70,29,17,1
S01011808,287,158,67,50,11,1
S01011809,302,200,69,23,9,1
S01011810,413,287,69,38,18,1
S01011811,436,320,71,32,11,2
S01011812,275,197,45,26,5,2
S01011813,306,203,59,30,14,0
S01011814,297,208,55,27,5,2
S01011815,313,198,60,48,5,2
S01011816,257,215,23,17,2,0
S01011817,294,217,43,24,8,2
S01011818,486,261,133,68,22,2
S01011819,438,164,145,104,25,0
S01011820,319,175,75,51,17,1
S01011821,223,47,64,62,45,5
S01011822,410,110,77,108,100,15
S01011823,290,138,75,55,18,4
S01011824,316,136,72,56,48,4
S01011825,275,140,67,59,8,1
S01011826,320,165,60,55,36,4
S01011827,289,169,55,41,22,2
S01011828,411,274,85,27,24,1
S01011829,195,137,28,20,10,0
S01011830,279,179,50,36,12,2
S01011831,425,251,99,59,15,1
S01011832,405,263,77,40,23,2
S01011833,360,282,42,30,6,0
S01011834,180,149,22,7,2,0
S01011835,278,214,41,16,5,2
S01011836,332,250,50,26,5,1
S01011837,255,217,25,11,2,0
S01011838,327,258,40,20,7,2
S01011839,444,288,101,42,10,3
S01011840,406,234,102,56,13,1
S01011841,415,201,91,103,14,6
S01011842,462,165,130,123,32,12
S01011843,415,317,48,45,5,0
S01011844,295,236,36,17,4,2
S01011845,382,183,88,92,15,4
S01011846,385,248,66,63,8,0
S01011847,178,137,28,9,3,1
S01011848,305,208,64,27,5,1
S01011849,352,176,93,72,10,1
S01011850,314,215,58,33,6,2
S01011851,368,169,98,67,24,10
S01011852,460,160,87,161,41,11
S01011853,304,157,62,56,27,2
S01011854,356,230,52,60,12,2
S01011855,364,103,119,110,25,7
S01011856,309,261,32,13,2,1
S01011857,301,191,55,44,8,3
S01011858,403,294,60,30,16,3
S01011859,446,211,108,100,19,8
S01011860,206,139,35,27,5,0
S01011861,343,217,73,34,16,3
S01011862,425,318,54,39,10,4
S01011863,328,198,58,51,19,2
S01011864,315,249,41,14,9,2
S01011865,291,136,72,66,13,4
S01011866,341,177,99,45,17,3
S01011867,444,124,116,169,28,7
S01011868,416,156,113,115,28,4
S01011869,409,126,120,118,37,8
S01011870,315,113,83,85,31,3
S01011871,438,233,123,70,9,3
S01011872,365,282,46,31,4,2
S01011873,339,194,84,49,12,0
S01011874,285,160,57,53,11,4
S01011875,322,136,92,80,11,3
S01011876,398,255,83,48,8,4
S01011877,262,119,90,36,13,4
S01011878,379,258,68,37,15,1
S01011879,218,160,28,22,8,0
S01011880,241,156,46,34,5,0
S01011881,371,138,115,89,26,3
S01011882,450,167,146,117,15,5
S01011883,439,271,93,68,6,1
S01011884,169,118,34,13,3,1
S01011885,270,190,52,19,7,2
S01011886,368,229,66,49,19,5
S01011887,230,113,70,32,12,3
S01011888,369,108,128,109,18,6
S01011889,430,211,105,97,16,1
S01011890,300,161,71,60,5,3
S01011891,378,57,88,193,27,13
S01011892,503,137,178,146,32,10
S01011893,500,138,174,141,37,10
S01011894,291,123,72,65,24,7
S01011895,305,212,53,35,5,0
S01011896,421,195,142,71,11,2
S01011897,436,264,110,55,5,2
S01011898,246,211,24,10,1,0
S01011899,352,227,96,26,3,0
S01011900,293,235,47,7,4,0
S01011901,397,233,102,50,9,3
S01011902,465,338,85,31,7,4
S01011903,352,268,65,16,3,0
S01011904,324,218,80,20,5,1
S01011905,280,230,28,11,8,3
S01011906,201,119,59,19,4,0
S01011907,338,173,110,46,8,1
S01011908,147,65,56,22,4,0
S01011909,404,183,137,68,13,3
S01011910,464,41,162,212,40,9
S01011911,285,76,105,89,15,0
S01011912,327,52,118,117,34,6
S01011913,365,59,120,145,36,5
S01011914,360,59,108,142,38,13
S01011915,337,104,100,108,21,4
S01011916,232,65,83,59,22,3
S01011917,232,40,105,63,17,7
S01011918,368,56,116,157,30,9
S01011919,390,87,115,137,47,4
S01011920,291,81,97,83,22,8
S01011921,285,59,96,100,24,6
S01011922,356,86,96,142,27,5
S01011923,383,78,116,141,38,10
S01011924,206,41,78,73,12,2
S01011925,264,163,64,28,7,2
S01011926,298,76,104,91,22,5
S01011927,285,54,90,114,23,4
S01011928,338,103,110,101,20,4
S01011929,319,72,77,144,22,4
S01011930,294,111,72,92,18,1
S01011931,250,84,84,53,24,5
S01011932,300,36,116,125,14,9
S01011933,344,75,121,105,30,13
S01011934,520,150,210,117,34,9
S01011935,459,77,121,149,78,34
S01011936,380,109,92,122,49,8
S01011937,408,18,103,194,69,24
S01011938,400,91,142,133,22,12
S01011939,446,56,123,178,79,10
S01011940,266,17,64,139,38,8
S01011941,441,30,101,210,82,18
S01011942,573,43,139,277,95,19
S01011943,715,45,168,355,119,28
S01011944,188,133,37,14,3,1
S01011945,313,280,22,10,1,0
S01011946,377,132,88,116,32,9
S01011947,214,71,44,91,8,0
S01011948,527,255,87,161,21,3
S01011949,392,311,58,20,3,0
S01011950,348,160,106,65,13,4
S01011951,306,143,95,61,6,1
S01011952,200,153,41,5,1,0
S01011953,325,213,67,41,3,1
S01011954,230,69,80,63,16,2
S01011955,467,188,146,111,19,3
S01011956,392,254,81,41,12,4
S01011957,325,189,73,51,7,5
S01011958,481,280,95,86,12,8
S01011959,365,231,91,38,5,0
S01011960,325,202,72,45,6,0
S01011961,311,153,89,62,6,1
S01011962,264,200,35,21,7,1
S01011963,231,118,48,47,17,1
S01011964,453,242,120,73,14,4
S01011965,381,189,108,67,14,3
S01011966,351,231,68,37,12,3
S01011967,420,287,92,34,6,1
S01011968,478,183,159,111,23,2
S01011969,480,182,172,100,19,7
S01011970,432,91,107,166,54,14
S01011971,243,155,63,17,8,0
S01011972,512,326,121,50,13,2
S01011973,272,161,66,40,3,2
S01011974,320,215,61,34,10,0
S01011975,199,111,47,31,9,1
S01011976,353,187,87,61,14,4
S01011977,508,226,128,118,33,3
S01011978,351,115,113,96,25,2
S01011979,397,272,68,49,5,3
S01011980,182,122,38,14,6,2
S01011981,396,237,86,57,12,4
S01011982,414,279,82,44,7,2
S01011983,351,199,90,46,13,3
S01011984,315,81,70,129,25,10
S01011985,293,171,64,29,21,8
S01011986,320,60,103,130,19,8
S01011987,403,160,117,97,26,3
S01011988,297,208,63,22,4,0
S01011989,379,206,85,66,21,1
S01011990,364,232,87,31,12,2
S01011991,298,141,76,63,13,5
S01011992,472,240,129,79,17,7
S01011993,460,80,112,201,47,20
S01011994,305,271,21,8,5,0
S01011995,324,243,56,19,6,0
S01011996,254,106,67,65,12,4
S01011997,422,171,104,130,14,3
S01011998,220,167,43,8,2,0
S01011999,291,153,83,44,10,1
S01012000,198,112,53,32,1,0
S01012001,296,109,87,88,12,0
S01012002,243,110,72,55,6,0
S01012003,241,110,66,49,16,0
S01012004,398,213,88,81,12,4
S01012005,334,204,70,49,9,2
S01012006,280,198,43,28,9,2
S01012007,374,184,93,81,14,2
S01012008,421,225,87,77,28,4
S01012009,300,162,72,47,15,4
S01012010,524,317,107,60,31,9
S01012011,537,201,149,140,45,2
S01012012,320,172,83,56,7,2
S01012013,357,227,71,52,5,2
S01012014,402,161,91,124,19,7
S01012015,420,200,110,72,32,6
S01012016,360,233,73,39,8,7
S01012017,221,160,39,14,7,1
S01012018,374,253,60,41,13,7
S01012019,371,187,75,81,23,5
S01012020,361,124,70,136,29,2
S01012021,225,139,43,25,15,3
S01012022,289,80,123,65,18,3
S01012023,228,166,32,24,3,3
S01012024,363,211,80,52,17,3
S01012025,288,141,89,44,12,2
S01012026,211,160,19,25,6,1
S01012027,311,210,62,23,9,7
S01012028,375,305,45,18,5,2
S01012029,418,181,123,91,17,6
S01012030,249,149,60,25,14,1
S01012031,231,194,24,10,3,0
S01012032,142,116,9,13,3,1
S01012033,373,152,129,73,17,2
S01012034,386,147,113,93,24,9
S01012035,431,199,104,93,32,3
S01012036,385,225,83,59,16,2
S01012037,438,112,170,111,34,11
S01012038,366,70,124,119,41,12
S01012039,413,119,145,111,31,7
S01012040,255,145,59,44,5,2
S01012041,382,124,126,101,22,9
S01012042,408,125,131,110,38,4
S01012043,380,92,116,130,33,9
S01012044,474,110,165,145,45,9
S01012045,583,108,185,230,50,10
S01012046,376,59,127,141,40,9
S01012047,548,57,189,211,67,24
S01012048,402,34,134,171,40,23
S01012049,347,78,125,116,25,3
S01012050,423,128,152,123,15,5
S01012051,255,91,41,100,20,3
S01012052,469,90,164,155,45,15
S01012053,461,60,215,133,44,9
S01012054,443,61,206,128,45,3
S01012055,463,68,191,164,31,9
S01012056,354,151,92,89,13,9
S01012057,316,203,78,26,7,2
S01012058,328,163,95,53,14,3
S01012059,412,81,164,117,39,11
S01012060,408,103,128,138,29,10
S01012061,440,203,111,97,21,8
S01012062,335,161,91,60,18,5
S01012063,235,48,80,77,26,4
S01012064,276,51,62,124,30,9
S01012065,261,41,62,106,27,25
S01012066,382,63,133,133,44,9
S01012067,250,41,63,96,27,23
S01012068,268,42,63,117,39,7
S01012069,292,25,97,128,30,12
S01012070,449,32,147,196,51,23
S01012071,692,33,216,290,109,44
S01012072,722,55,219,315,100,33
S01012073,320,100,124,75,16,5
S01012074,343,100,130,93,16,4
S01012075,269,146,66,46,9,2
S01012076,382,81,93,166,33,9
S01012077,363,67,107,157,25,7
S01012078,367,148,90,96,30,3
S01012079,448,73,140,173,49,13
S01012080,352,55,113,133,36,15
S01012081,387,46,93,196,41,11
S01012082,323,38,119,117,43,6
S01012083,383,58,124,145,46,10
S01012084,238,75,88,60,14,1
S01012085,301,130,82,71,15,3
S01012086,448,110,119,153,51,15
S01012087,364,80,120,112,41,11
S01012088,286,126,100,47,12,1
S01012089,357,198,63,85,9,2
S01012090,356,266,57,27,4,2
S01012091,244,81,91,55,14,3
S01012092,214,91,75,32,10,6
S01012093,295,86,111,87,9,2
S01012094,317,237,50,24,4,2
S01012095,410,172,134,74,22,8
S01012096,388,83,138,116,38,13
S01012097,279,66,102,74,30,7
S01012098,277,73,94,75,33,2
S01012099,348,70,118,116,38,6
S01012100,493,116,161,153,49,14
S01012101,311,223,52,28,8,0
S01012102,319,42,102,136,30,9
S01012103,425,113,163,108,36,5
S01012104,345,234,63,40,5,3
S01012105,492,210,116,130,30,6
S01012106,497,177,200,106,12,2
S01012107,279,186,36,43,9,5
S01012108,632,40,276,246,56,14
S01012109,560,75,149,254,63,19
S01012110,458,32,155,209,51,11
S01012111,309,43,87,137,33,9
S01012112,423,82,142,163,21,15
S01012113,511,154,154,170,20,13
S01012114,357,205,88,52,10,2
S01012115,257,59,86,86,20,6
S01012116,283,77,96,79,25,6
S01012117,289,136,89,57,7,0
S01012118,226,124,62,32,4,4
S01012119,349,221,80,36,11,1
S01012120,256,79,80,55,33,9
S01012121,404,118,121,105,45,15
S01012122,318,125,108,55,25,5
S01012123,212,80,53,55,16,8
S01012124,262,41,89,99,31,2
S01012125,504,30,109,255,86,24
S01012126,389,95,123,121,36,14
S01012127,552,34,151,256,85,26
S01012128,278,23,92,120,35,8
S01012129,440,55,138,183,51,13
S01012130,687,59,260,308,41,19
S01012131,610,59,165,289,76,21
S01012132,426,41,137,181,54,13
S01012133,421,59,122,155,69,16
S01012134,606,139,213,215,29,10
S01012135,570,26,115,297,111,21
S01012136,516,14,99,274,107,22
S01012137,463,38,130,236,51,8
S01012138,460,134,170,126,27,3
S01012139,462,114,154,160,26,8
S01012140,205,153,35,12,4,1
S01012141,412,243,114,39,12,4
S01012142,395,277,74,32,10,2
S01012143,376,272,81,20,2,1
S01012144,449,261,124,46,16,2
S01012145,399,315,64,16,3,1
S01012146,572,52,212,246,42,20
S01012147,407,43,165,157,35,7
S01012148,364,27,158,129,28,22
S01012149,335,121,93,92,20,9
S01012150,359,68,125,123,38,5
S01012151,397,116,107,122,35,17
S01012152,362,43,145,135,29,10
S01012153,329,13,68,182,52,14
S01012154,513,15,137,288,59,14
S01012155,357,33,86,171,52,15
S01012156,372,40,122,154,43,13
S01012157,487,101,160,178,36,12
S01012158,487,201,159,98,20,9
S01012159,229,129,65,24,9,2
S01012160,293,151,98,34,7,3
S01012161,208,39,74,68,18,9
S01012162,386,75,147,129,24,11
S01012163,384,72,94,157,51,10
S01012164,413,144,142,105,17,5
S01012165,452,68,192,149,31,12
S01012166,292,79,99,76,32,6
S01012167,425,92,138,140,48,7
S01012168,379,193,104,63,16,3
S01012169,429,139,151,104,31,4
S01012170,543,99,213,194,34,3
S01012171,470,140,160,126,33,11
S01012172,360,77,143,111,24,5
S01012173,289,173,79,29,7,1
S01012174,301,181,72,38,9,1
S01012175,385,144,110,102,27,2
S01012176,367,120,140,86,15,6
S01012177,242,122,82,28,8,2
S01012178,212,96,69,38,8,1
S01012179,301,113,72,93,20,3
S01012180,273,77,124,51,19,2
S01012181,384,126,127,100,23,8
S01012182,431,143,174,86,26,2
S01012183,408,75,147,135,46,5
S01012184,280,50,107,83,37,3
S01012185,506,29,98,243,106,30
S01012186,344,101,106,111,19,7
S01012187,382,43,125,149,36,29
S01012188,252,114,83,45,6,4
S01012189,245,95,91,51,7,1
S01012190,210,108,61,38,1,2
S01012191,322,206,72,38,6,0
S01012192,187,122,44,13,6,2
S01012193,175,98,43,29,5,0
S01012194,179,123,39,12,4,1
S01012195,423,218,112,67,24,2
S01012196,211,110,51,40,8,2
S01012197,311,126,83,91,9,2
S01012198,403,113,138,122,24,6
S01012199,309,134,80,83,10,2
S01012200,278,97,67,87,23,4
S01012201,318,111,97,87,21,2
S01012202,239,117,66,45,9,2
S01012203,316,198,77,28,12,1
S01012204,270,154,68,36,8,4
S01012205,273,132,82,45,13,1
S01012206,317,114,105,76,19,3
S01012207,401,136,144,90,25,6
S01012208,457,164,163,101,22,7
S01012209,318,132,93,81,11,1
S01012210,385,86,112,142,36,9
S01012211,408,182,114,86,23,3
S01012212,304,218,57,22,5,2
S01012213,336,191,96,35,12,2
S01012214,282,199,57,18,8,0
S01012215,329,211,81,27,9,1
S01012216,282,221,38,21,2,0
S01012217,267,52,87,99,24,5
S01012218,228,40,96,70,18,4
S01012219,415,121,161,99,27,7
S01012220,367,70,136,118,35,8
S01012221,332,100,112,94,22,4
S01012222,402,99,147,114,33,9
S01012223,360,75,159,84,39,3
S01012224,333,86,140,82,22,3
S01012225,459,108,156,145,41,9
S01012226,287,108,94,63,17,5
S01012227,260,80,86,75,15,4
S01012228,252,92,80,56,18,6
S01012229,323,135,103,74,11,0
S01012230,392,221,89,69,11,2
S01012231,289,220,49,16,4,0
S01012232,318,206,82,21,7,2
S01012233,341,231,69,31,9,1
S01012234,393,258,87,39,7,2
S01012235,192,165,17,9,1,0
S01012236,278,107,87,63,18,3
S01012237,319,243,46,22,7,1
S01012238,309,61,106,116,21,5
S01012239,274,55,94,94,23,8
S01012240,391,140,116,107,22,6
S01012241,232,163,34,25,8,2
S01012242,307,247,41,13,4,2
S01012243,244,157,56,19,9,3
S01012244,347,273,46,14,10,4
S01012245,335,203,46,71,13,2
S01012246,301,234,32,21,9,5
S01012247,303,218,42,37,4,2
S01012248,332,223,58,43,4,4
S01012249,365,240,70,46,6,3
S01012250,301,216,51,28,6,0
S01012251,457,112,170,138,33,4
S01012252,333,86,111,113,19,4
S01012253,508,130,130,191,47,10
S01012254,399,166,113,84,30,6
S01012255,475,186,112,133,36,8
S01012256,327,228,46,44,8,1
S01012257,412,181,121,83,26,1
S01012258,297,243,33,17,4,0
S01012259,277,229,32,15,1,0
S01012260,368,187,87,78,16,0
S01012261,322,240,48,23,10,1
S01012262,343,243,59,32,8,1
S01012263,366,114,108,106,34,4
S01012264,222,106,50,50,15,1
S01012265,340,119,107,84,28,2
S01012266,536,222,143,146,21,4
S01012267,318,194,80,33,11,0
S01012268,265,174,58,23,8,2
S01012269,461,265,86,96,14,0
S01012270,348,136,115,80,15,2
S01012271,421,290,78,40,10,3
S01012272,305,170,65,58,10,2
S01012273,297,204,58,30,3,2
S01012274,432,180,142,76,28,6
S01012275,450,95,123,160,53,19
S01012276,463,185,100,116,54,8
S01012277,482,175,155,118,32,2
S01012278,401,101,99,156,41,4
S01012279,407,91,117,145,49,5
S01012280,409,143,141,99,22,4
S01012281,371,115,110,103,37,6
S01012282,466,209,125,117,11,4
S01012283,369,224,58,64,19,4
S01012284,436,125,145,114,48,4
S01012285,266,158,46,27,34,1
S01012286,493,168,158,126,35,6
S01012287,479,83,179,175,36,6
S01012288,377,108,123,111,28,7
S01012289,411,297,69,31,11,3
S01012290,292,108,77,72,32,3
S01012291,421,203,108,93,14,3
S01012292,341,231,65,40,4,1
S01012293,212,120,56,32,3,1
S01012294,371,170,101,79,18,3
S01012295,280,139,85,49,5,2
S01012296,330,233,46,39,11,1
S01012297,253,199,38,14,2,0
S01012298,374,219,86,57,11,1
S01012299,257,199,35,16,7,0
S01012300,294,138,71,73,10,2
S01012301,407,270,77,48,10,2
S01012302,240,168,36,33,0,3
S01012303,378,274,60,35,6,3
S01012304,424,282,75,51,12,4
S01012305,333,174,63,75,18,3
S01012306,308,91,78,116,20,3
S01012307,323,119,75,115,12,2
S01012308,334,187,84,45,16,2
S01012309,245,146,40,52,6,1
S01012310,427,265,95,52,12,3
S01012311,263,170,49,37,6,1
S01012312,439,290,89,52,7,1
S01012313,345,190,94,52,6,3
S01012314,365,120,109,99,26,11
S01012315,400,157,89,100,44,10
S01012316,315,101,116,78,15,5
S01012317,209,133,33,25,12,6
S01012318,329,113,104,86,23,3
S01012319,343,249,62,28,2,2
S01012320,276,102,80,75,15,4
S01012321,339,192,68,55,21,3
S01012322,453,308,105,27,11,2
S01012323,403,308,59,29,5,2
S01012324,365,226,94,38,5,2
S01012325,301,177,76,43,4,1
S01012326,310,110,74,86,40,0
S01012327,366,177,100,73,15,1
S01012328,293,170,74,36,13,0
S01012329,381,241,86,47,6,1
S01012330,280,185,61,31,2,1
S01012331,265,201,35,21,8,0
S01012332,435,317,83,31,4,0
S01012333,452,313,100,35,4,0
S01012334,365,160,121,73,6,5
S01012335,414,219,122,62,10,1
S01012336,275,135,99,32,8,1
S01012337,453,116,149,167,19,2
S01012338,384,167,100,87,23,7
S01012339,366,88,111,129,35,3
S01012340,477,239,80,139,18,1
S01012341,404,299,70,28,4,3
S01012342,403,237,88,69,6,3
S01012343,448,285,103,50,10,0
S01012344,296,84,100,87,22,3
S01012345,321,141,91,68,18,3
S01012346,361,240,80,37,4,0
S01012347,364,185,87,80,10,2
S01012348,325,198,65,53,8,1
S01012349,402,149,150,87,15,1
S01012350,337,182,78,62,13,2
S01012351,373,138,143,79,8,5
S01012352,350,150,124,58,17,1
S01012353,453,116,145,134,51,7
S01012354,385,204,110,63,6,2
S01012355,377,286,58,28,5,0
S01012356,320,176,87,41,15,1
S01012357,355,284,47,20,4,0
S01012358,343,253,64,22,3,1
S01012359,367,92,146,102,25,2
S01012360,324,76,96,118,26,8
S01012361,275,65,100,86,18,6
S01012362,306,56,112,107,21,10
S01012363,575,130,184,207,47,7
S01012364,375,121,104,114,32,4
S01012365,443,193,131,99,15,5
S01012366,513,142,156,179,32,4
S01012367,420,207,146,58,8,1
S01012368,261,159,60,33,7,2
S01012369,375,189,113,61,10,2
S01012370,516,130,142,216,22,6
S01012371,486,115,158,186,24,3
S01012372,450,99,129,196,22,4
S01012373,479,205,123,132,17,2
S01012374,402,120,163,101,16,2
S01012375,429,140,143,125,16,5
S01012376,407,297,64,36,8,2
S01012377,324,205,67,42,10,0
S01012378,250,182,37,21,8,2
S01012379,227,161,35,24,4,3
S01012380,423,151,141,109,19,3
S01012381,456,145,104,183,21,3
S01012382,437,257,106,63,11,0
S01012383,424,177,129,103,10,5
S01012384,267,114,76,72,4,1
S01012385,332,168,84,63,13,4
S01012386,440,90,167,140,34,9
S01012387,407,265,72,59,10,1
S01012388,306,201,64,31,10,0
S01012389,339,199,77,47,15,1
S01012390,307,202,59,34,9,3
S01012391,412,288,69,45,6,4
S01012392,327,164,57,89,13,4
S01012393,377,216,80,50,25,6
S01012394,276,97,87,78,12,2
S01012395,279,111,102,48,16,2
S01012396,312,123,93,68,25,3
S01012397,418,205,103,74,30,6
S01012398,432,156,108,115,44,9
S01012399,287,100,109,67,10,1
S01012400,274,77,88,71,29,9
S01012401,408,114,104,119,48,23
S01012402,184,131,39,11,2,1
S01012403,437,295,83,51,5,3
S01012404,448,190,107,93,46,12
S01012405,274,209,36,20,9,0
S01012406,260,176,46,31,6,1
S01012407,335,211,73,39,8,4
S01012408,250,163,61,20,4,2
S01012409,311,184,70,47,9,1
S01012410,420,266,92,51,8,3
S01012411,410,254,86,49,17,4
S01012412,281,167,67,42,2,3
S01012413,419,266,91,46,15,1
S01012414,341,245,46,47,3,0
S01012415,203,145,35,19,4,0
S01012416,216,157,33,21,1,4
S01012417,299,161,68,52,13,5
S01012418,343,221,58,52,10,2
S01012419,313,201,60,39,7,6
S01012420,362,137,104,92,25,4
S01012421,325,153,96,53,16,7
S01012422,402,211,103,64,21,3
S01012423,346,188,95,51,9,3
S01012424,414,164,141,75,24,10
S01012425,307,61,100,108,30,8
S01012426,237,64,86,72,13,2
S01012427,300,81,108,83,22,6
S01012428,286,149,85,43,8,1
S01012429,286,130,74,61,17,4
S01012430,277,153,62,48,9,5
S01012431,432,220,91,75,38,8
S01012432,352,162,95,64,27,4
S01012433,265,78,101,66,14,6
S01012434,334,71,126,110,23,4
S01012435,311,68,106,99,31,7
S01012436,345,82,128,101,28,6
S01012437,336,132,96,89,15,4
S01012438,260,130,76,42,11,1
S01012439,355,143,83,96,28,5
S01012440,221,148,42,24,7,0
S01012441,387,237,80,53,13,4
S01012442,423,256,98,53,12,4
S01012443,313,190,61,47,11,4
S01012444,292,220,47,15,5,5
S01012445,183,146,13,19,2,3
S01012446,252,77,79,77,14,5
S01012447,354,215,99,32,6,2
S01012448,361,256,58,40,6,1
S01012449,252,101,89,48,13,1
S01012450,322,213,61,33,10,5
S01012451,397,347,35,13,2,0
S01012452,301,140,113,38,9,1
S01012453,322,296,20,5,1,0
S01012454,301,237,49,12,2,1
S01012455,246,219,18,8,0,1
S01012456,300,262,23,11,4,0
S01012457,380,335,27,14,4,0
S01012458,330,288,30,3,9,0
S01012459,271,201,45,20,3,2
S01012460,242,174,50,15,3,0
S01012461,250,89,68,72,18,3
S01012462,386,71,139,144,27,5
S01012463,256,78,70,86,15,7
S01012464,255,84,96,54,16,5
S01012465,286,102,87,75,21,1
S01012466,349,197,81,54,12,5
S01012467,307,108,125,59,12,3
S01012468,316,164,97,45,8,2
S01012469,333,246,63,19,4,1
S01012470,492,188,185,89,23,7
S01012471,352,300,37,11,3,1
