Data zone code,Data zone name,Council area code,Council area name,Total population,Age0-4,Age75+
S01012860,Shawfield and Clincarthill - 01,S12000029,South Lanarkshire,909,26,242
S01012861,Shawfield and Clincarthill - 02,S12000029,South Lanarkshire,621,41,53
S01012862,Shawfield and Clincarthill - 03,S12000029,South Lanarkshire,560,25,34
S01012863,Shawfield and Clincarthill - 04,S12000029,South Lanarkshire,635,30,35
S01012864,Shawfield and Clincarthill - 05,S12000029,South Lanarkshire,684,22,45
S01012865,Burnhill and Bankhead North - 01,S12000029,South Lanarkshire,711,18,95
S01012866,Burnhill and Bankhead North - 02,S12000029,South Lanarkshire,743,39,65
S01012867,Burnhill and Bankhead North - 03,S12000029,South Lanarkshire,672,17,81
S01012868,Burnhill and Bankhead North - 04,S12000029,South Lanarkshire,585,25,53
S01012869,Burnhill and Bankhead North - 05,S12000029,South Lanarkshire,602,35,29
S01012870,Bankhead South - 01,S12000029,South Lanarkshire,852,34,96
S01012871,Bankhead South - 02,S12000029,South Lanarkshire,730,33,77
S01012872,Bankhead South - 03,S12000029,South Lanarkshire,681,32,37
S01012873,Bankhead South - 04,S12000029,South Lanarkshire,683,40,38
S01012874,Spittal - 01,S12000029,South Lanarkshire,744,35,43
S01012875,Spittal - 02,S12000029,South Lanarkshire,546,27,28
S01012876,Spittal - 03,S12000029,South Lanarkshire,878,72,70
S01012877,Spittal - 04,S12000029,South Lanarkshire,642,37,66
S01012878,High Crosshill - 01,S12000029,South Lanarkshire,"1,235",77,68
S01012879,High Crosshill - 02,S12000029,South Lanarkshire,673,29,65
S01012880,High Crosshill - 03,S12000029,South Lanarkshire,900,38,115
S01012881,High Crosshill - 04,S12000029,South Lanarkshire,949,46,179
S01012882,Burnside and Springhall - 01,S12000029,South Lanarkshire,601,48,46
S01012883,Burnside and Springhall - 02,S12000029,South Lanarkshire,563,24,41
S01012884,Burnside and Springhall - 03,S12000029,South Lanarkshire,447,27,46
S01012885,Burnside and Springhall - 04,S12000029,South Lanarkshire,487,46,32
S01012886,Burnside and Springhall - 05,S12000029,South Lanarkshire,699,27,70
S01012887,Burnside and Springhall - 06,S12000029,South Lanarkshire,687,15,94
S01012888,Burnside and Springhall - 07,S12000029,South Lanarkshire,808,45,108
S01012889,Fernhill and Cathkin - 01,S12000029,South Lanarkshire,"1,098",73,37
S01012890,Fernhill and Cathkin - 02,S12000029,South Lanarkshire,819,40,46
S01012891,Fernhill and Cathkin - 03,S12000029,South Lanarkshire,539,29,59
S01012892,Fernhill and Cathkin - 04,S12000029,South Lanarkshire,"1,200",51,92
S01012893,Fernhill and Cathkin - 05,S12000029,South Lanarkshire,807,59,55
S01012894,Nerston and EK Landward Area - 01,S12000029,South Lanarkshire,"2,420",194,46
S01012895,Nerston and EK Landward Area - 02,S12000029,South Lanarkshire,"1,162",114,28
S01012896,Nerston and EK Landward Area - 03,S12000029,South Lanarkshire,730,23,93
S01012897,Nerston and EK Landward Area - 04,S12000029,South Lanarkshire,947,71,43
S01012898,Nerston and EK Landward Area - 05,S12000029,South Lanarkshire,564,29,12
S01012899,Nerston and EK Landward Area - 06,S12000029,South Lanarkshire,472,14,43
S01012900,Nerston and EK Landward Area - 07,S12000029,South Lanarkshire,"2,827",267,276
S01012901,Calderwood East - 01,S12000029,South Lanarkshire,654,33,52
S01012902,Calderwood East - 02,S12000029,South Lanarkshire,695,44,71
S01012903,Calderwood East - 03,S12000029,South Lanarkshire,810,37,61
S01012904,Calderwood East - 04,S12000029,South Lanarkshire,734,38,47
S01012905,Calderwood East - 05,S12000029,South Lanarkshire,581,35,27
S01012906,Calderwood Central - 01,S12000029,South Lanarkshire,843,40,69
S01012907,Calderwood Central - 02,S12000029,South Lanarkshire,945,50,102
S01012908,Calderwood Central - 03,S12000029,South Lanarkshire,643,31,66
S01012909,Calderwood Central - 04,S12000029,South Lanarkshire,522,21,83
S01012910,Calderwood Central - 05,S12000029,South Lanarkshire,827,22,113
S01012911,Calderwood West and Nerston - 01,S12000029,South Lanarkshire,687,23,60
S01012912,Calderwood West and Nerston - 02,S12000029,South Lanarkshire,702,32,78
S01012913,Calderwood West and Nerston - 03,S12000029,South Lanarkshire,757,29,86
S01012914,Calderwood West and Nerston - 04,S12000029,South Lanarkshire,843,40,60
S01012915,Calderwood West and Nerston - 05,S12000029,South Lanarkshire,"1,167",90,73
S01012916,St Leonards North - 01,S12000029,South Lanarkshire,635,28,101
S01012917,St Leonards North - 02,S12000029,South Lanarkshire,680,15,71
S01012918,St Leonards North - 03,S12000029,South Lanarkshire,464,14,51
S01012919,St Leonards North - 04,S12000029,South Lanarkshire,453,27,62
S01012920,St Leonards North - 05,S12000029,South Lanarkshire,561,18,112
S01012921,St Leonards North - 06,S12000029,South Lanarkshire,662,34,67
S01012922,St Leonards North - 07,S12000029,South Lanarkshire,"1,251",66,83
S01012923,St Leonards South - 01,S12000029,South Lanarkshire,651,35,48
S01012924,St Leonards South - 02,S12000029,South Lanarkshire,476,20,44
S01012925,St Leonards South - 03,S12000029,South Lanarkshire,441,17,43
S01012926,St Leonards South - 04,S12000029,South Lanarkshire,609,28,50
S01012927,St Leonards South - 05,S12000029,South Lanarkshire,672,26,69
S01012928,St Leonards South - 06,S12000029,South Lanarkshire,772,22,105
S01012929,St Leonards South - 07,S12000029,South Lanarkshire,668,25,109
S01012930,East Mains - 01,S12000029,South Lanarkshire,848,33,150
S01012931,East Mains - 02,S12000029,South Lanarkshire,930,37,104
S01012932,East Mains - 03,S12000029,South Lanarkshire,488,20,38
S01012933,East Mains - 04,S12000029,South Lanarkshire,759,41,70
S01012934,West Mains - 01,S12000029,South Lanarkshire,707,30,68
S01012935,West Mains - 02,S12000029,South Lanarkshire,802,32,46
S01012936,West Mains - 03,S12000029,South Lanarkshire,796,25,73
S01012937,West Mains - 04,S12000029,South Lanarkshire,647,30,51
S01012938,Stewartfield East - 01,S12000029,South Lanarkshire,637,19,107
S01012939,Stewartfield East - 02,S12000029,South Lanarkshire,601,17,50
S01012940,Stewartfield East - 03,S12000029,South Lanarkshire,617,16,50
S01012941,Stewartfield East - 04,S12000029,South Lanarkshire,729,29,39
S01012942,Stewartfield West - 01,S12000029,South Lanarkshire,691,43,48
S01012943,Stewartfield West - 02,S12000029,South Lanarkshire,720,36,48
S01012944,Stewartfield West - 03,S12000029,South Lanarkshire,497,15,59
S01012945,Stewartfield West - 04,S12000029,South Lanarkshire,784,29,52
S01012946,Stewartfield West - 05,S12000029,South Lanarkshire,824,31,62
S01012947,Stewartfield West - 06,S12000029,South Lanarkshire,414,19,17
S01012948,"Thorntonhall, Jackton and Gardenhall - 01",S12000029,South Lanarkshire,607,20,51
S01012949,"Thorntonhall, Jackton and Gardenhall - 02",S12000029,South Lanarkshire,661,29,52
S01012950,"Thorntonhall, Jackton and Gardenhall - 03",S12000029,South Lanarkshire,842,41,31
S01012951,"Thorntonhall, Jackton and Gardenhall - 04",S12000029,South Lanarkshire,"1,313",65,18
S01012952,"Thorntonhall, Jackton and Gardenhall - 05",S12000029,South Lanarkshire,"1,004",49,65
S01012953,Hairmyres and Westwood West - 01,S12000029,South Lanarkshire,587,22,48
S01012954,Hairmyres and Westwood West - 02,S12000029,South Lanarkshire,447,19,33
S01012955,Hairmyres and Westwood West - 03,S12000029,South Lanarkshire,"1,070",75,36
S01012956,Hairmyres and Westwood West - 04,S12000029,South Lanarkshire,"1,009",38,250
S01012957,Hairmyres and Westwood West - 05,S12000029,South Lanarkshire,604,20,68
S01012958,Mossneuk and Newlandsmuir - 01,S12000029,South Lanarkshire,555,31,28
S01012959,Mossneuk and Newlandsmuir - 02,S12000029,South Lanarkshire,537,17,21
S01012960,Mossneuk and Newlandsmuir - 03,S12000029,South Lanarkshire,513,19,48
S01012961,Mossneuk and Newlandsmuir - 04,S12000029,South Lanarkshire,468,21,33
S01012962,Mossneuk and Newlandsmuir - 05,S12000029,South Lanarkshire,585,24,74
S01012963,Crosshouse and Lindsayfield - 01,S12000029,South Lanarkshire,786,33,37
S01012964,Crosshouse and Lindsayfield - 02,S12000029,South Lanarkshire,613,34,11
S01012965,Crosshouse and Lindsayfield - 03,S12000029,South Lanarkshire,796,38,142
S01012966,Crosshouse and Lindsayfield - 04,S12000029,South Lanarkshire,"1,319",82,173
S01012967,Crosshouse and Lindsayfield - 05,S12000029,South Lanarkshire,462,19,25
S01012968,Crosshouse and Lindsayfield - 06,S12000029,South Lanarkshire,603,27,48
S01012969,Crosshouse and Lindsayfield - 07,S12000029,South Lanarkshire,716,32,88
S01012970,Whitehills West - 01,S12000029,South Lanarkshire,525,19,47
S01012971,Whitehills West - 02,S12000029,South Lanarkshire,767,41,27
S01012972,Whitehills West - 03,S12000029,South Lanarkshire,755,45,46
S01012973,Whitehills West - 04,S12000029,South Lanarkshire,762,31,91
S01012974,Whitehills West - 05,S12000029,South Lanarkshire,"1,147",56,143
S01012975,Greenhills - 01,S12000029,South Lanarkshire,557,34,79
S01012976,Greenhills - 02,S12000029,South Lanarkshire,512,34,49
S01012977,Greenhills - 03,S12000029,South Lanarkshire,623,30,36
S01012978,Greenhills - 04,S12000029,South Lanarkshire,707,35,50
S01012979,Greenhills - 05,S12000029,South Lanarkshire,639,32,64
S01012980,Westwood South - 01,S12000029,South Lanarkshire,601,39,43
S01012981,Westwood South - 02,S12000029,South Lanarkshire,635,32,31
S01012982,Westwood South - 03,S12000029,South Lanarkshire,708,45,55
S01012983,Westwood South - 04,S12000029,South Lanarkshire,663,16,67
S01012984,Westwood South - 05,S12000029,South Lanarkshire,588,25,43
S01012985,Westwood South - 06,S12000029,South Lanarkshire,756,27,56
S01012986,Westwood East - 01,S12000029,South Lanarkshire,879,46,52
S01012987,Westwood East - 02,S12000029,South Lanarkshire,704,26,73
S01012988,Westwood East - 03,S12000029,South Lanarkshire,852,34,83
S01012989,Westwood East - 04,S12000029,South Lanarkshire,965,28,124
S01012990,The Murray - 01,S12000029,South Lanarkshire,568,28,68
S01012991,The Murray - 02,S12000029,South Lanarkshire,783,49,82
S01012992,The Murray - 03,S12000029,South Lanarkshire,696,31,78
S01012993,The Murray - 04,S12000029,South Lanarkshire,709,36,50
S01012994,The Murray - 05,S12000029,South Lanarkshire,772,34,68
S01012995,"Birniehill, Kelvin and Whitehills East - 01",S12000029,South Lanarkshire,706,24,50
S01012996,"Birniehill, Kelvin and Whitehills East - 02",S12000029,South Lanarkshire,541,39,31
S01012997,"Birniehill, Kelvin and Whitehills East - 03",S12000029,South Lanarkshire,459,23,66
S01012998,"Birniehill, Kelvin and Whitehills East - 04",S12000029,South Lanarkshire,976,51,44
S01012999,"Birniehill, Kelvin and Whitehills East - 05",S12000029,South Lanarkshire,437,15,34
S01013000,"Birniehill, Kelvin and Whitehills East - 06",S12000029,South Lanarkshire,650,42,50
S01013001,Blane Valley - 01,S12000030,Stirling,396,16,39
S01013002,Blane Valley - 02,S12000030,Stirling,577,23,54
S01013003,Blane Valley - 03,S12000030,Stirling,684,31,88
S01013004,Blane Valley - 04,S12000030,Stirling,648,27,76
S01013005,Blane Valley - 05,S12000030,Stirling,881,36,90
S01013006,Blane Valley - 06,S12000030,Stirling,737,41,67
S01013007,Blane Valley - 07,S12000030,Stirling,865,34,158
S01013008,Blane Valley - 08,S12000030,Stirling,839,30,104
S01013009,Balfron and Drymen - 01,S12000030,Stirling,594,25,74
S01013010,Balfron and Drymen - 02,S12000030,Stirling,631,17,74
S01013011,Balfron and Drymen - 03,S12000030,Stirling,691,15,53
S01013012,Balfron and Drymen - 04,S12000030,Stirling,690,28,62
S01013013,Balfron and Drymen - 05,S12000030,Stirling,"1,005",38,85
S01013014,Balfron and Drymen - 06,S12000030,Stirling,801,36,82
S01013015,Kippen and Fintry - 01,S12000030,Stirling,803,34,83
S01013016,Kippen and Fintry - 02,S12000030,Stirling,636,27,56
S01013017,Kippen and Fintry - 03,S12000030,Stirling,850,30,102
S01013018,Kippen and Fintry - 04,S12000030,Stirling,932,44,94
S01013019,Cambusbarron - 01,S12000030,Stirling,929,38,64
S01013020,Cambusbarron - 02,S12000030,Stirling,474,30,48
S01013021,Cambusbarron - 03,S12000030,Stirling,487,21,33
S01013022,Cambusbarron - 04,S12000030,Stirling,578,39,30
S01013023,Cambusbarron - 05,S12000030,Stirling,813,30,115
S01013024,Cambusbarron - 06,S12000030,Stirling,543,29,56
S01013025,Plean and Rural SE - 01,S12000030,Stirling,821,59,60
S01013026,Plean and Rural SE - 02,S12000030,Stirling,"1,032",44,64
S01013027,Plean and Rural SE - 03,S12000030,Stirling,916,54,66
S01013028,Plean and Rural SE - 04,S12000030,Stirling,486,35,32
S01013029,Cowie - 01,S12000030,Stirling,615,36,78
S01013030,Cowie - 02,S12000030,Stirling,640,39,31
S01013031,Cowie - 03,S12000030,Stirling,604,43,35
S01013032,Cowie - 04,S12000030,Stirling,822,52,20
S01013033,Fallin - 01,S12000030,Stirling,730,41,39
S01013034,Fallin - 02,S12000030,Stirling,666,44,48
S01013035,Fallin - 03,S12000030,Stirling,674,39,46
S01013036,Fallin - 04,S12000030,Stirling,736,29,37
S01013037,Bannockburn - 01,S12000030,Stirling,755,31,122
S01013038,Bannockburn - 02,S12000030,Stirling,907,51,87
S01013039,Bannockburn - 03,S12000030,Stirling,501,26,34
S01013040,Bannockburn - 04,S12000030,Stirling,611,34,80
S01013041,Bannockburn - 05,S12000030,Stirling,548,14,42
S01013042,Hillpark - 01,S12000030,Stirling,765,46,31
S01013043,Hillpark - 02,S12000030,Stirling,682,39,41
S01013044,Hillpark - 03,S12000030,Stirling,776,35,58
S01013045,Hillpark - 04,S12000030,Stirling,680,28,38
S01013046,Hillpark - 05,S12000030,Stirling,470,23,41
S01013047,Broomridge - 01,S12000030,Stirling,888,28,37
S01013048,Broomridge - 02,S12000030,Stirling,760,35,66
S01013049,Broomridge - 03,S12000030,Stirling,769,23,81
S01013050,Broomridge - 04,S12000030,Stirling,737,33,75
S01013051,Broomridge - 05,S12000030,Stirling,833,40,68
S01013052,Broomridge - 06,S12000030,Stirling,723,45,70
S01013053,Broomridge - 07,S12000030,Stirling,611,34,50
S01013054,Borestone - 01,S12000030,Stirling,631,25,68
S01013055,Borestone - 02,S12000030,Stirling,734,41,68
S01013056,Borestone - 03,S12000030,Stirling,"1,044",59,87
S01013057,Borestone - 04,S12000030,Stirling,"1,017",83,44
S01013058,Borestone - 05,S12000030,Stirling,658,42,18
S01013059,King's Park and Torbrex - 01,S12000030,Stirling,"1,067",46,191
S01013060,King's Park and Torbrex - 02,S12000030,Stirling,527,22,69
S01013061,King's Park and Torbrex - 03,S12000030,Stirling,861,29,146
S01013062,King's Park and Torbrex - 04,S12000030,Stirling,954,32,207
S01013063,King's Park and Torbrex - 05,S12000030,Stirling,772,19,105
S01013064,Braehead - 01,S12000030,Stirling,806,30,115
S01013065,Braehead - 02,S12000030,Stirling,842,33,66
S01013066,Braehead - 03,S12000030,Stirling,828,34,53
S01013067,City Centre - 01,S12000030,Stirling,721,13,14
S01013068,City Centre - 02,S12000030,Stirling,609,14,34
S01013069,City Centre - 03,S12000030,Stirling,658,11,21
S01013070,City Centre - 04,S12000030,Stirling,619,13,22
S01013071,City Centre - 05,S12000030,Stirling,844,4,9
S01013072,Raploch - 01,S12000030,Stirling,615,35,30
S01013073,Raploch - 02,S12000030,Stirling,"1,346",91,116
S01013074,Raploch - 03,S12000030,Stirling,868,71,35
S01013075,Raploch - 04,S12000030,Stirling,807,39,66
S01013076,Cornton - 01,S12000030,Stirling,647,9,25
S01013077,Cornton - 02,S12000030,Stirling,680,41,57
S01013078,Cornton - 03,S12000030,Stirling,568,31,19
S01013079,Cornton - 04,S12000030,Stirling,"1,180",57,105
S01013080,Causewayhead - 01,S12000030,Stirling,887,33,90
S01013081,Causewayhead - 02,S12000030,Stirling,"1,155",61,97
S01013082,Causewayhead - 03,S12000030,Stirling,810,26,127
S01013083,Bridge of Allan and University - 01,S12000030,Stirling,"1,295",16,67
S01013084,Bridge of Allan and University - 02,S12000030,Stirling,733,31,117
S01013085,Bridge of Allan and University - 03,S12000030,Stirling,791,11,72
S01013086,Bridge of Allan and University - 04,S12000030,Stirling,"1,052",30,101
S01013087,Bridge of Allan and University - 05,S12000030,Stirling,992,21,108
S01013088,Bridge of Allan and University - 06,S12000030,Stirling,978,28,152
S01013089,Bridge of Allan and University - 07,S12000030,Stirling,740,24,101
S01013090,Forth - 01,S12000030,Stirling,686,15,40
S01013091,Forth - 02,S12000030,Stirling,787,22,18
S01013092,Forth - 03,S12000030,Stirling,893,19,62
S01013093,Forth - 04,S12000030,Stirling,505,13,65
S01013094,Dunblane East - 01,S12000030,Stirling,616,13,79
S01013095,Dunblane East - 02,S12000030,Stirling,858,39,44
S01013096,Dunblane East - 03,S12000030,Stirling,692,19,38
S01013097,Dunblane East - 04,S12000030,Stirling,"1,048",44,59
S01013098,Dunblane East - 05,S12000030,Stirling,733,13,17
S01013099,Dunblane East - 06,S12000030,Stirling,989,21,204
S01013100,Dunblane East - 07,S12000030,Stirling,698,17,120
S01013101,Dunblane West - 01,S12000030,Stirling,"1,060",34,122
S01013102,Dunblane West - 02,S12000030,Stirling,622,22,123
S01013103,Dunblane West - 03,S12000030,Stirling,952,33,63
S01013104,Dunblane West - 04,S12000030,Stirling,952,37,117
S01013105,Dunblane West - 05,S12000030,Stirling,927,40,95
S01013106,Carse of Stirling - 01,S12000030,Stirling,757,23,74
S01013107,Carse of Stirling - 02,S12000030,Stirling,"1,162",67,97
S01013108,Carse of Stirling - 03,S12000030,Stirling,835,38,63
S01013109,Carse of Stirling - 04,S12000030,Stirling,"1,442",81,94
S01013110,Carse of Stirling - 05,S12000030,Stirling,709,32,67
S01013111,Carse of Stirling - 06,S12000030,Stirling,450,17,71
S01013112,Callander and Trossachs - 01,S12000030,Stirling,590,23,47
S01013113,Callander and Trossachs - 02,S12000030,Stirling,803,41,105
S01013114,Callander and Trossachs - 03,S12000030,Stirling,940,24,92
S01013115,Callander and Trossachs - 04,S12000030,Stirling,532,18,98
S01013116,Callander and Trossachs - 05,S12000030,Stirling,816,20,132
S01013117,Highland - 01,S12000030,Stirling,592,33,34
S01013118,Highland - 02,S12000030,Stirling,485,11,33
S01013119,Highland - 03,S12000030,Stirling,759,21,79
S01013120,Highland - 04,S12000030,Stirling,"1,017",30,118
S01013121,Highland - 05,S12000030,Stirling,385,6,34
