,Aged 4 years and under,Aged 75 and above,lone parent with dependent childern,Non-white,unpaid care 20h+,Detached,Semi-detached,Terraced,Flat,Shared house,Owned: Owns outright,Owns with a mortgage or loan or shared ownership,Social rented,Private rented,Entry-level education and below,Economically active: Employee: Part-time,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Unemploy,Elementary occupations,English not as main language,large household size >5 people,under occupancy,No central heating,Electric only
S01006550,3.9,14.1,0.5,2.9,2.3,37.0,58.0,2.5,1.2,1.0,60.4,31.6,0.3,5.1,25.8,12.9,22.9,4.2,4.2,0.9,2.0,5.1,1.7,0.5,97.7,0.3,1.3
S01006551,4.6,11.1,3.3,5.2,3.2,10.3,9.8,27.9,49.5,1.7,24.0,18.6,49.0,5.4,54.7,12.6,17.3,3.9,3.0,7.1,5.1,17.1,5.3,0.5,56.9,2.8,17.3
S01006552,4.7,8.0,2.4,7.5,2.4,20.6,34.0,19.7,25.7,0.0,42.4,42.2,2.2,11.0,28.8,13.3,13.9,4.4,2.1,0.7,3.3,5.2,1.1,0.5,87.1,1.0,3.6
S01006553,3.8,13.8,1.9,8.4,3.5,40.0,20.0,22.2,17.3,0.2,39.1,26.5,28.5,2.9,48.9,13.5,25.3,2.2,2.2,2.7,4.4,7.8,1.9,0.5,71.0,0.7,4.2
S01006554,3.8,10.2,2.7,9.7,3.8,18.3,23.1,13.7,43.1,0.6,32.7,37.0,21.2,6.1,48.5,10.6,13.6,0.6,4.0,3.5,10.2,12.5,1.3,0.0,63.6,0.9,5.8
S01006555,5.6,5.6,5.5,15.6,5.5,3.4,14.8,12.7,68.9,0.3,15.0,33.2,38.2,11.2,53.0,13.0,8.7,2.9,3.2,7.6,5.3,16.3,1.9,0.0,50.3,2.1,12.6
S01006556,4.6,11.2,3.3,6.9,6.1,2.2,18.0,35.5,42.4,1.4,20.1,26.6,45.9,5.5,64.2,13.0,9.8,2.8,4.2,10.5,8.6,17.5,3.5,0.8,45.6,1.0,7.8
S01006557,5.4,6.5,4.4,6.1,4.0,4.0,13.0,35.9,46.9,0.3,14.2,26.0,53.3,5.6,63.0,16.2,11.2,1.9,5.0,7.2,8.0,17.5,1.8,0.6,49.4,0.6,6.5
S01006558,3.6,10.0,0.6,3.5,1.9,1.1,5.0,24.2,60.1,9.6,34.7,35.0,0.6,26.0,21.3,7.6,9.2,5.9,2.0,1.2,0.8,3.7,0.7,0.0,50.8,4.5,18.6
S01006559,2.9,6.5,1.5,5.8,1.2,4.6,22.1,19.6,38.6,14.6,35.7,35.7,5.9,21.7,17.7,8.1,8.5,13.1,5.1,1.3,3.8,2.8,1.3,1.8,75.7,0.4,9.2
S01006560,3.7,7.8,1.2,8.4,1.2,11.1,24.9,19.4,33.6,10.7,37.7,38.4,9.3,11.6,27.7,12.7,12.0,7.1,3.5,0.8,2.7,5.2,1.6,0.7,78.2,1.2,16.2
S01006561,6.4,8.0,1.8,8.1,1.2,11.6,37.3,24.2,18.3,8.6,48.6,39.0,1.5,9.6,20.3,14.0,15.1,5.2,4.7,1.1,3.0,5.3,1.5,1.2,92.3,0.3,3.1
S01006562,4.1,7.9,2.5,7.5,2.6,22.7,29.4,18.9,26.7,2.3,38.9,29.3,23.1,5.4,37.7,15.3,15.3,4.9,1.7,7.9,2.8,7.7,2.0,0.3,70.1,1.2,9.3
S01006563,6.6,7.4,1.2,16.2,1.9,6.8,25.8,19.8,38.9,8.4,39.9,33.1,6.8,10.1,30.0,13.5,16.6,5.3,4.0,1.7,4.2,5.4,1.4,1.1,71.0,1.9,10.1
S01006564,1.9,6.0,3.1,13.9,2.2,1.7,1.2,2.9,91.6,1.7,16.1,27.3,28.5,24.6,35.1,10.3,5.6,8.1,2.8,5.1,6.5,13.3,3.1,0.9,31.8,4.3,20.6
S01006565,3.5,2.9,0.9,14.3,1.4,0.2,0.8,3.0,91.3,4.4,12.2,30.1,20.4,33.8,27.1,6.6,3.9,19.4,1.5,3.4,4.5,13.2,1.4,0.0,18.2,6.7,24.6
S01006566,4.4,4.4,1.2,10.2,1.5,1.8,6.3,10.1,66.6,15.5,25.2,32.7,4.1,30.2,18.7,6.5,6.2,10.0,2.6,2.7,4.1,8.7,1.9,0.9,49.9,3.7,9.6
S01006567,1.9,5.3,1.7,11.4,1.2,1.1,2.3,1.1,87.7,6.8,9.6,25.7,29.2,31.0,28.1,7.2,6.0,13.1,1.2,3.9,9.0,13.8,2.6,0.2,26.8,6.7,16.1
S01006568,3.1,1.8,0.5,13.2,0.9,0.8,3.5,1.5,87.2,5.8,14.1,34.3,3.0,44.5,14.3,5.9,1.9,8.7,1.5,0.9,5.3,7.2,0.9,0.0,28.2,6.3,15.3
S01006569,4.5,5.5,1.1,12.7,1.4,0.9,7.2,17.9,59.9,12.9,23.5,28.6,11.6,34.4,21.4,8.7,8.7,7.7,3.4,1.1,4.0,10.3,1.5,0.6,40.8,5.1,14.1
S01006570,5.2,6.1,1.3,13.9,1.4,7.5,25.5,8.8,48.3,9.1,31.0,35.6,2.2,27.2,19.2,8.5,10.2,7.7,3.4,1.8,3.9,7.0,0.9,0.8,70.1,1.9,4.9
S01006571,3.6,5.6,0.8,6.0,2.1,2.8,7.4,32.2,38.5,16.7,29.5,38.2,4.2,22.5,13.9,10.5,9.2,5.0,5.0,1.4,3.3,6.5,0.5,0.9,74.0,4.2,5.9
S01006572,4.3,9.4,1.1,5.1,1.9,54.7,16.6,3.5,15.1,9.9,48.1,36.9,1.1,12.8,20.9,13.7,12.8,5.6,6.7,0.5,2.5,2.2,0.8,1.6,94.4,0.8,1.6
S01006573,4.0,4.9,1.4,4.7,1.4,6.1,33.4,22.5,23.5,14.5,39.7,39.7,1.4,17.2,14.3,12.0,9.6,7.3,4.5,1.1,4.1,3.6,1.1,2.1,92.1,1.0,4.5
S01006574,3.7,8.8,1.1,5.8,1.6,16.5,18.8,15.2,29.7,19.4,38.6,35.4,1.9,19.9,17.2,8.4,12.0,5.7,8.0,0.5,5.9,3.7,0.2,2.8,85.9,0.9,12.2
S01006575,4.9,5.7,1.8,6.9,1.5,7.3,30.5,17.9,31.5,12.3,34.6,39.6,1.0,21.3,21.1,9.0,9.2,5.5,4.0,2.1,5.3,4.3,0.9,0.8,76.4,1.8,4.5
S01006576,4.3,4.5,1.3,6.7,2.8,5.3,37.0,10.4,37.6,9.2,27.7,41.8,1.2,22.5,16.6,11.4,6.6,4.8,3.1,1.7,2.9,6.4,0.7,0.3,66.5,1.5,8.0
S01006577,4.6,4.6,1.0,8.3,1.2,2.2,8.8,13.8,68.2,7.0,25.1,34.9,2.8,33.5,17.4,6.5,6.1,5.4,4.1,0.9,4.6,4.5,1.1,0.2,49.1,4.9,7.4
S01006578,3.5,2.6,0.9,10.4,0.5,0.6,1.8,6.5,85.8,5.3,16.1,34.6,7.7,35.9,25.6,7.5,4.9,7.7,1.5,2.2,5.9,9.4,2.2,0.3,36.7,5.4,13.3
S01006579,3.2,1.9,0.9,18.8,1.6,0.5,1.5,1.1,95.2,1.4,13.4,31.2,2.7,46.6,15.8,5.8,2.2,9.0,1.6,1.0,4.3,9.7,0.7,0.0,31.1,4.1,20.3
S01006580,2.1,3.0,1.4,9.3,1.3,2.1,2.8,12.7,70.4,11.8,22.5,36.7,2.6,32.5,19.4,7.8,6.7,3.6,2.6,2.3,4.7,6.7,1.1,0.2,44.5,7.1,7.6
S01006581,4.7,8.3,0.8,3.1,2.0,16.7,32.9,15.3,28.6,6.4,48.3,37.8,1.0,10.0,21.7,11.2,14.8,4.8,5.1,0.0,3.1,4.0,0.8,2.2,87.3,2.0,10.9
S01006582,3.1,2.1,1.4,21.5,1.3,0.4,2.2,4.9,84.4,6.3,11.6,25.3,11.8,47.6,23.5,6.3,2.1,7.8,1.6,3.6,10.0,13.1,0.7,0.2,34.8,4.5,23.0
S01006583,2.0,1.0,1.0,17.1,1.3,0.2,0.9,1.2,97.0,0.5,8.4,35.6,3.5,45.5,15.6,4.8,2.1,12.9,1.5,0.9,7.1,12.2,0.6,0.2,42.8,3.2,36.6
S01006584,1.9,1.9,1.6,12.3,1.0,1.1,3.2,6.1,75.3,13.2,14.1,33.3,4.2,40.4,17.5,5.7,2.7,11.2,2.1,0.4,4.1,9.6,1.0,0.3,44.9,5.9,25.7
S01006585,3.0,3.9,2.4,13.0,1.3,0.2,1.4,1.9,90.3,2.9,16.6,15.5,34.2,29.0,40.7,10.0,8.7,9.3,1.7,5.1,7.2,16.8,2.3,0.4,36.3,5.8,49.7
S01006586,1.9,5.0,0.9,13.4,2.6,1.5,1.3,3.5,81.7,6.5,12.5,18.6,30.8,34.6,30.7,6.8,7.5,12.8,0.9,4.0,4.0,15.0,2.5,0.3,32.3,8.0,31.4
S01006587,2.5,0.7,0.9,17.8,0.9,0.9,2.3,2.9,84.1,5.5,4.4,16.4,28.3,47.5,23.6,8.2,2.2,10.8,1.0,2.0,7.8,13.0,1.5,0.3,24.2,11.0,24.8
S01006588,3.4,0.3,0.5,27.4,0.7,0.9,1.4,0.3,87.2,1.4,7.1,20.4,13.0,55.0,16.9,5.6,0.2,12.7,1.3,1.6,4.2,16.5,0.7,0.0,20.1,10.9,73.7
S01006589,3.0,1.1,2.1,13.9,0.7,0.3,1.3,1.3,89.8,2.9,5.2,19.9,28.3,41.1,28.7,7.5,3.8,12.0,1.3,3.4,7.1,20.1,1.0,0.3,32.2,7.4,63.8
S01006590,2.6,2.1,0.7,14.8,2.0,2.0,2.7,3.7,78.5,12.5,11.9,32.2,7.7,43.8,25.0,5.9,2.8,7.3,2.0,4.2,6.7,7.5,0.4,0.5,42.2,8.7,24.5
S01006591,3.4,1.9,2.6,15.1,1.1,0.5,2.7,7.4,83.0,5.9,12.0,45.0,5.4,33.0,24.2,9.2,2.5,5.5,2.2,1.5,5.4,9.2,1.4,0.8,42.2,1.6,9.0
S01006592,4.5,2.4,0.7,16.2,0.9,2.6,9.0,7.6,74.1,6.7,16.3,43.6,1.1,36.4,17.6,6.7,2.7,6.7,2.5,0.0,2.3,5.1,0.0,0.5,62.3,3.5,9.6
S01006593,3.3,3.7,0.7,13.3,0.9,1.6,1.8,9.8,73.9,11.0,19.5,39.4,1.2,36.7,18.7,6.8,4.0,6.5,2.7,1.2,3.1,6.7,1.9,0.5,57.2,3.6,7.3
S01006594,2.9,14.7,1.1,9.3,1.1,1.6,11.9,3.8,80.3,1.6,20.3,30.4,16.8,29.3,30.5,9.0,12.6,5.4,2.2,1.1,2.2,8.6,2.5,0.0,58.3,2.9,36.5
S01006595,2.6,1.9,1.5,12.8,0.5,1.2,3.3,6.0,87.0,2.7,16.8,32.8,5.8,35.7,21.5,5.7,3.9,4.6,3.5,1.3,4.5,5.8,0.4,0.0,51.0,4.3,9.0
S01006596,3.9,7.3,0.7,8.1,1.5,3.3,9.1,14.9,60.3,12.4,21.4,34.8,5.6,36.5,20.3,6.8,5.3,4.6,2.2,0.8,3.2,4.1,1.3,0.8,51.3,2.8,12.0
S01006597,1.0,4.2,1.0,9.0,0.6,0.6,1.7,2.0,90.4,5.1,13.4,35.2,5.4,41.5,20.5,5.1,3.1,5.9,1.2,2.7,2.0,9.6,1.4,0.3,19.3,10.5,15.3
S01006598,5.4,6.6,0.4,7.0,2.1,8.8,36.4,16.6,26.3,11.9,35.4,38.9,0.7,22.1,20.1,11.7,10.8,5.1,5.4,0.7,2.7,3.3,0.7,0.7,85.7,0.9,6.7
S01006599,1.7,6.1,2.1,10.3,2.7,2.8,5.7,3.7,85.5,2.0,20.2,28.1,26.1,20.8,41.5,8.5,10.0,6.5,2.6,5.4,5.2,10.7,2.7,0.0,41.1,3.0,6.4
S01006600,3.8,13.2,1.0,7.1,2.3,2.7,17.4,15.7,61.1,2.7,23.2,31.5,20.8,20.6,36.3,9.9,12.4,4.5,2.5,1.8,3.5,5.5,2.6,0.5,60.0,3.2,20.4
S01006601,2.9,6.7,1.4,8.7,2.5,1.0,25.1,10.6,57.7,5.6,26.9,35.5,16.3,18.0,28.1,9.9,9.7,4.4,2.0,2.0,5.8,7.5,1.0,0.5,54.7,3.0,11.5
S01006602,4.9,13.3,1.1,9.1,1.9,13.5,16.7,15.8,44.7,9.2,43.5,35.5,1.0,15.5,27.8,12.4,12.4,6.8,4.6,1.3,2.8,5.1,2.4,0.7,72.5,0.5,21.5
S01006603,5.3,9.1,2.8,3.4,4.4,3.7,13.9,33.3,47.9,0.7,22.6,27.8,43.1,4.7,65.8,13.9,16.0,1.3,4.6,8.3,10.4,19.9,3.3,2.1,53.8,0.8,4.9
S01006604,5.8,6.5,2.1,4.0,4.6,1.0,22.0,61.2,15.8,0.0,34.4,38.5,22.0,2.7,64.7,14.7,16.4,2.4,3.9,5.0,7.1,15.8,2.1,1.0,68.7,1.0,3.8
S01006605,7.2,9.2,4.9,3.7,3.6,3.2,12.7,15.3,67.6,0.9,16.9,30.1,47.9,2.9,69.9,14.4,14.2,3.3,4.0,3.6,9.3,18.7,2.8,0.5,48.9,1.0,13.2
S01006606,3.7,14.5,1.9,5.8,3.9,9.8,48.5,2.8,38.2,0.0,42.3,32.1,17.9,3.8,52.2,12.0,20.9,3.7,2.4,3.7,3.9,11.2,2.7,0.5,76.2,0.8,9.7
S01006607,6.5,8.2,2.6,2.5,4.6,1.8,21.5,31.5,44.4,0.0,29.9,37.7,28.1,2.6,65.7,15.8,14.4,2.6,2.9,4.0,5.5,16.0,3.4,1.3,67.0,0.3,2.3
S01006608,9.5,3.3,1.0,6.3,3.4,66.4,28.0,2.1,2.1,1.0,47.2,39.8,4.9,4.6,47.2,13.7,16.7,4.4,3.2,1.6,4.1,7.7,2.0,2.5,90.5,0.7,4.6
S01006609,6.4,8.0,4.1,2.2,5.4,2.8,22.5,51.7,22.7,0.0,28.8,31.2,33.3,2.9,66.7,13.1,16.5,2.1,3.8,5.4,4.5,17.7,3.1,1.0,64.3,0.0,13.1
S01006610,4.8,9.4,3.1,3.6,3.3,1.3,16.0,43.3,39.5,0.0,33.5,25.0,37.3,2.8,67.4,14.3,12.8,2.4,2.4,6.1,6.1,13.9,3.0,0.5,58.5,1.4,9.0
S01006611,5.3,6.7,4.5,5.1,4.9,1.9,22.7,43.5,31.2,0.2,25.4,31.8,37.4,3.8,67.5,15.1,12.7,3.2,3.8,6.1,10.2,15.6,1.8,1.2,59.1,0.9,4.2
S01006612,4.5,7.7,1.7,3.9,4.8,22.6,18.4,46.2,12.2,0.5,31.1,48.3,16.4,2.7,52.0,14.8,13.3,2.7,2.4,2.5,6.3,10.8,2.1,0.3,69.7,1.1,3.2
S01006613,4.5,3.8,1.5,4.9,1.1,48.5,23.5,2.7,25.0,0.4,24.3,66.4,0.8,7.7,45.4,14.6,7.8,2.8,0.8,0.8,4.0,5.7,0.7,1.2,75.7,1.2,21.6
S01006614,5.6,3.2,2.5,6.3,2.8,24.7,50.6,21.3,2.6,0.4,15.5,77.4,1.5,4.5,37.1,14.9,3.3,2.1,3.5,1.7,5.0,5.4,0.3,0.0,85.7,1.9,2.6
S01006615,5.0,3.3,1.8,8.0,1.8,71.2,20.8,5.1,2.9,0.0,17.4,73.7,2.6,5.2,35.7,17.8,4.7,3.8,6.2,0.5,3.3,5.1,0.5,2.6,89.6,0.0,1.9
S01006616,5.8,2.6,2.2,4.2,1.0,23.5,38.2,12.9,24.7,0.6,21.1,67.7,2.4,7.7,42.0,13.9,5.2,1.8,1.8,1.2,4.0,5.4,0.8,0.0,61.4,3.0,14.5
S01006617,6.0,7.0,1.8,1.0,3.5,37.6,25.7,29.0,6.9,0.0,36.7,49.2,11.4,2.4,54.9,16.2,13.1,1.7,2.5,1.3,5.4,7.8,2.3,1.3,73.1,4.7,5.7
S01006618,3.1,10.2,0.6,3.7,3.3,31.5,48.6,5.6,13.9,0.4,42.7,51.2,0.8,2.8,54.4,15.6,14.2,2.9,2.0,2.3,2.5,7.8,1.0,0.0,68.3,1.6,8.5
S01006619,4.5,6.4,2.0,0.8,4.1,19.6,18.8,51.3,9.7,0.3,34.9,52.4,7.8,3.0,50.9,14.0,12.8,3.8,3.1,2.1,3.0,11.3,1.3,1.1,73.4,3.8,12.4
S01006620,4.4,9.5,1.1,2.7,3.9,9.3,32.0,49.1,9.3,0.3,30.0,49.7,12.8,5.1,57.3,14.5,13.5,0.9,1.3,2.6,3.2,9.0,1.6,0.3,67.9,1.5,6.9
S01006621,4.2,6.6,1.7,6.2,2.3,3.7,23.2,61.4,11.8,0.0,29.8,60.4,7.7,2.1,54.2,15.9,14.3,1.4,3.1,1.7,5.1,11.1,1.8,0.0,67.7,3.8,7.2
S01006622,4.0,2.6,1.0,5.4,1.0,10.3,37.4,31.1,21.2,0.0,16.4,73.3,1.7,7.2,45.2,13.4,5.3,2.6,2.4,1.8,0.7,6.5,0.8,1.0,64.4,5.1,24.7
S01006623,10.1,5.7,1.8,3.5,3.7,7.6,18.9,5.4,60.4,2.9,24.5,34.8,28.4,10.3,60.3,10.8,13.0,4.1,2.4,3.8,6.0,15.1,2.7,0.8,61.6,4.7,24.5
S01006624,4.0,4.8,1.0,5.2,2.0,1.2,11.0,6.6,77.0,4.2,17.9,28.5,22.7,28.7,52.5,9.5,6.8,3.5,1.3,4.8,8.3,20.4,3.2,0.4,33.7,10.2,12.9
S01006625,2.6,7.7,3.0,5.0,3.4,1.4,30.8,9.8,53.2,4.4,24.7,33.0,25.0,12.5,53.9,14.9,12.0,2.4,2.5,3.7,6.3,17.9,5.8,0.0,61.5,0.3,6.2
S01006626,5.9,6.2,5.2,3.3,3.8,1.2,9.3,0.7,87.0,1.5,16.7,19.6,53.3,8.2,67.9,15.1,11.5,1.6,3.6,5.8,7.8,25.8,5.2,0.3,36.3,1.9,6.6
S01006627,2.4,2.8,2.8,7.5,1.6,1.5,2.6,2.0,87.2,5.7,12.7,26.4,31.9,24.9,47.3,9.8,4.2,2.1,2.8,5.6,10.8,18.8,7.1,0.0,20.9,5.9,21.1
S01006628,4.2,1.5,1.5,11.9,1.3,0.4,0.9,3.2,90.5,4.1,7.9,25.5,24.1,40.8,41.4,8.7,2.2,4.0,2.3,4.0,12.4,24.4,6.4,0.6,23.5,12.1,23.8
S01006629,6.1,13.5,6.0,4.6,2.6,3.2,19.3,5.7,70.4,1.1,14.6,18.4,62.2,3.8,66.6,13.9,9.2,4.2,4.8,6.3,15.5,25.3,4.0,0.6,49.5,0.6,6.3
S01006630,6.4,5.4,5.3,1.4,5.6,1.5,29.7,18.3,50.5,0.0,18.0,25.0,52.0,1.6,75.9,17.2,11.8,3.1,5.2,9.8,11.5,22.3,3.8,3.9,57.8,1.6,3.1
S01006631,5.6,10.8,3.8,3.8,3.5,3.6,9.8,12.3,69.2,4.2,16.0,23.1,49.1,10.3,64.5,14.3,12.7,1.7,3.5,5.9,8.9,23.1,4.3,0.2,35.1,5.1,11.4
S01006632,6.0,4.9,5.9,4.2,2.8,0.9,2.4,2.0,93.3,1.3,10.6,15.1,64.3,7.6,62.5,12.2,9.9,2.9,4.0,7.5,10.9,22.1,4.9,0.5,41.6,1.7,10.4
S01006633,5.0,4.1,4.4,4.9,5.2,3.9,20.3,31.1,43.6,1.0,11.5,17.0,64.9,4.9,71.5,15.1,10.5,4.0,6.2,8.2,10.3,28.9,4.2,3.1,44.8,0.7,6.2
S01006634,8.3,2.5,7.6,3.3,4.4,2.8,11.4,24.1,59.8,1.3,3.4,11.0,82.1,3.1,68.2,16.2,6.3,2.9,7.2,8.8,15.5,27.3,5.5,2.7,39.9,2.1,24.4
S01006635,7.4,8.2,3.8,4.7,3.2,1.3,13.3,20.3,60.3,4.3,21.8,22.5,48.1,5.9,66.3,15.1,11.5,3.1,3.9,4.7,10.3,18.7,4.3,1.4,57.8,1.4,5.5
S01006636,9.3,6.2,6.2,4.3,3.0,0.2,4.5,6.4,88.3,0.5,5.2,6.7,83.9,3.6,71.5,14.4,8.8,2.0,6.1,7.8,12.4,23.8,3.8,1.3,41.5,1.0,26.2
S01006637,3.1,5.3,2.0,10.4,2.1,3.2,1.8,18.1,69.8,5.2,16.5,21.3,31.2,25.2,40.6,9.0,7.9,9.2,1.8,6.3,6.8,15.0,3.3,0.0,37.0,6.5,17.4
S01006638,3.2,4.5,0.6,15.1,2.3,0.2,2.5,2.1,88.5,7.7,11.9,24.2,27.0,31.0,32.1,7.8,5.1,14.2,0.8,4.6,7.3,19.4,2.1,1.0,23.6,4.6,12.7
S01006639,3.6,8.2,1.1,10.2,3.1,0.8,1.6,2.2,90.8,2.7,7.8,17.9,41.7,27.4,38.6,6.8,8.9,11.1,0.9,5.8,8.1,16.4,4.2,0.0,21.1,7.4,27.9
S01006640,4.0,1.2,1.2,19.2,0.8,0.5,0.7,0.7,96.5,1.6,5.9,32.7,8.2,46.0,15.8,4.7,1.6,19.8,2.3,1.0,3.5,9.7,0.6,1.1,42.3,0.8,6.1
S01006641,3.7,3.7,1.2,16.4,1.3,1.1,0.5,4.1,91.7,2.9,8.8,27.9,21.1,34.2,29.2,7.0,2.6,13.5,1.7,3.4,6.1,14.4,1.2,0.0,29.1,5.5,24.1
S01006642,2.3,2.1,0.3,17.3,0.6,1.7,1.8,0.9,89.7,4.4,10.0,25.8,19.9,36.0,17.7,3.1,2.1,35.7,0.3,1.8,3.2,16.5,0.6,0.0,27.8,5.9,22.6
S01006643,3.2,2.3,0.4,13.8,0.3,1.1,0.4,3.6,89.1,5.8,11.2,26.7,7.4,46.5,15.7,5.1,2.1,18.8,1.4,1.6,4.9,14.3,0.7,0.0,29.6,7.9,21.0
S01006644,4.9,1.1,1.3,13.7,1.3,0.5,1.3,1.3,96.5,0.3,6.1,25.0,24.8,35.8,23.6,5.7,2.8,18.9,1.5,3.5,3.6,15.4,1.7,0.0,26.4,3.8,13.7
S01006645,5.6,3.9,4.8,10.9,2.8,0.7,0.2,1.2,95.2,1.7,9.9,7.1,69.2,11.7,50.6,11.2,8.8,5.1,4.9,8.2,12.2,17.9,1.9,0.3,34.9,4.3,70.2
S01006646,1.8,6.0,0.4,18.2,0.8,0.8,0.3,1.6,86.6,3.5,7.9,17.6,24.7,43.5,20.9,2.3,2.8,35.3,0.2,1.0,1.7,21.0,1.5,0.3,25.0,7.6,56.5
S01006647,5.1,4.1,4.9,12.2,2.0,0.5,1.4,3.0,92.9,1.9,15.8,9.7,47.2,24.3,45.5,9.8,9.1,7.9,3.2,4.7,10.0,16.3,4.5,0.6,46.0,4.1,58.9
S01006648,2.5,1.6,0.6,15.3,0.7,0.4,1.0,0.6,91.4,4.5,7.2,20.0,28.4,37.5,17.3,4.2,1.5,30.9,0.4,2.3,4.1,23.1,1.6,0.3,20.7,8.4,23.5
S01006649,3.8,2.4,1.9,15.7,1.5,0.5,0.5,1.3,94.8,2.7,6.0,19.7,35.0,31.9,29.9,7.2,2.4,10.8,2.0,5.8,8.7,15.6,1.2,0.3,26.2,2.7,16.0
S01006650,2.8,1.8,0.6,18.2,1.7,0.8,4.5,3.1,79.0,12.4,13.7,26.8,16.2,38.7,24.0,7.7,3.4,17.5,1.5,3.3,5.2,20.5,1.4,1.0,28.7,8.5,15.8
S01006651,1.7,4.7,0.5,17.8,2.5,2.0,2.0,6.2,80.5,7.4,8.9,17.3,33.8,38.0,31.2,4.6,7.4,20.0,1.4,2.5,9.0,19.6,2.7,0.0,21.5,5.8,22.3
S01006652,1.7,2.3,0.2,15.6,2.2,1.6,2.2,2.5,89.0,3.5,6.2,29.9,16.6,38.3,23.1,4.6,4.8,14.3,1.2,1.4,6.5,12.3,1.3,0.6,33.1,5.5,19.2
S01006653,5.9,3.9,0.5,17.7,0.9,3.3,17.1,4.9,67.8,6.9,22.6,32.1,7.1,32.1,20.9,7.4,5.0,15.0,2.6,2.4,2.6,9.0,0.5,0.0,58.8,1.7,10.8
S01006654,4.8,4.6,4.2,9.8,2.8,1.3,2.8,5.1,87.2,3.6,16.5,18.7,47.6,12.5,50.4,11.0,10.2,6.7,1.9,9.3,10.0,17.9,2.1,0.0,35.9,1.2,12.1
S01006655,5.0,5.6,1.5,11.0,1.5,0.3,5.2,18.2,66.9,9.8,21.0,34.4,13.5,25.7,32.2,7.6,7.9,10.3,2.6,10.8,3.4,6.6,3.6,0.9,52.1,1.2,6.3
S01006656,5.1,3.4,2.6,15.7,1.9,2.2,4.2,3.9,79.6,9.9,9.7,28.2,22.1,35.3,24.6,7.0,5.3,10.4,2.4,2.8,6.7,12.5,1.7,0.4,33.6,5.2,13.7
S01006657,3.7,1.4,2.1,16.0,1.1,1.0,2.0,4.2,85.6,5.9,10.5,28.7,30.4,24.5,30.5,11.6,2.5,16.0,1.7,4.6,4.9,16.6,0.8,0.7,27.3,6.6,11.5
S01006658,6.3,1.3,3.0,18.8,2.1,0.9,2.1,2.1,86.9,8.1,6.9,16.2,38.9,32.4,31.7,9.0,2.9,16.6,3.4,3.0,9.4,22.3,2.1,0.8,31.0,5.1,24.8
S01006659,2.8,5.3,0.3,11.6,1.6,3.6,19.5,8.4,40.6,27.9,25.1,30.3,3.8,30.7,20.9,6.4,8.3,26.3,1.9,0.5,2.8,14.8,1.0,0.7,52.6,2.4,6.6
S01006660,6.8,1.5,2.5,21.8,2.7,1.6,1.2,0.4,89.0,7.5,6.9,19.4,32.8,36.8,30.4,8.5,1.9,21.3,3.8,3.1,6.6,25.4,4.5,4.0,29.6,7.7,13.8
S01006661,3.4,5.0,0.5,13.5,2.6,2.6,19.3,18.7,52.1,7.5,27.6,23.3,7.3,33.6,21.9,7.9,7.6,22.9,1.9,2.1,2.8,15.9,1.6,2.3,46.5,7.3,13.0
S01006662,3.9,1.7,2.4,17.4,3.0,0.7,3.6,9.3,84.1,3.0,6.3,13.0,53.7,25.3,27.6,5.3,2.6,34.4,2.2,4.1,5.6,27.0,1.2,0.7,51.9,3.5,7.0
S01006663,2.3,1.5,1.1,12.1,0.2,4.4,6.0,25.8,48.8,14.1,17.6,17.6,5.7,45.3,16.9,3.9,3.1,31.2,2.0,1.0,2.3,21.0,0.4,1.6,40.0,4.5,15.1
S01006664,2.5,2.9,0.2,13.5,1.2,5.4,12.0,6.2,67.8,8.3,17.7,22.4,10.5,39.2,21.7,5.9,5.2,22.3,0.9,3.3,4.6,17.0,1.8,0.8,30.0,4.6,25.7
S01006665,1.7,3.1,0.0,13.9,2.0,2.5,10.8,5.6,71.6,9.3,15.5,22.8,11.4,39.2,22.0,4.4,3.8,30.7,1.5,1.4,1.5,22.6,1.1,0.9,24.1,10.1,21.5
S01006666,4.8,5.6,4.4,7.6,3.1,0.9,1.6,1.8,94.0,1.3,4.8,4.8,85.4,3.6,64.7,11.4,15.8,4.3,2.5,9.5,16.0,25.1,4.9,0.2,25.1,5.6,45.9
S01006667,5.4,5.1,3.0,9.7,3.1,0.9,1.9,0.4,95.9,0.6,5.1,7.6,76.1,9.6,54.1,10.0,10.9,8.0,2.1,10.3,15.2,22.3,4.4,0.0,31.1,7.2,30.9
S01006668,3.2,2.5,1.2,15.5,1.1,0.0,0.2,0.7,96.9,1.9,14.8,27.4,18.2,32.9,20.6,5.3,2.9,27.9,1.2,1.6,3.1,15.1,1.5,0.2,25.7,3.4,27.6
S01006669,2.4,5.8,0.6,18.5,1.8,4.4,5.5,6.6,74.2,8.4,11.9,11.3,48.4,16.9,32.6,4.7,7.7,37.6,1.1,4.8,3.8,19.1,2.2,1.1,20.7,3.2,12.4
S01006670,1.1,3.5,1.1,11.7,2.4,0.0,1.1,0.6,95.6,2.5,12.7,29.7,28.0,24.5,26.4,3.3,5.6,24.4,0.8,2.7,3.0,18.3,1.5,0.0,15.6,4.0,4.3
