lsoa21,Efficiency band E-G,Efficiency band A-B,Fossil fuel dependency,Property built 1930-,Property built 2003+,CO2_EMISSIONS_CURRENT
E01032811,2.09,2.99,78.21,0,15.82,3.19
E01032812,22.18,4.36,85.82,18.55,14.55,5.04
E01032813,0,3.86,85.23,0,77.73,2.38
E01032814,10.02,41.8,87.56,10.36,38.34,3.38
E01032815,3.72,12.56,66.51,7.91,42.33,2.58
E01032816,1.48,32.77,95.77,0,54.12,2.4
E01032817,4.65,11.63,57.75,10.08,52.71,2.89
E01032818,2.65,0,100,,12.91,3.04
E01032819,0,4.02,96.9,,52.01,2.71
E01032820,0.91,48.57,55.71,0,36.75,1.99
E01032821,1.04,39.64,56.78,,32.64,2.45
E01032822,11.53,6.78,94.92,8.14,7.12,3.75
E01032823,3.26,3.26,99.67,0,9.12,2.91
E01032824,12.26,2.9,91.29,34.52,8.71,3.53
E01032826,0,13.15,92.05,,57.19,3.38
E01032828,3.9,0,100,,8.29,3.68
E01032829,22.05,37.27,59.94,28.88,3.73,4.77
E01032830,9.68,1.61,92.42,12.42,2.58,2.94
E01032832,36.21,9.27,75.43,,24.57,3.28
E01032834,7.18,16.82,22.5,29.87,7.75,2.83
E01032836,3.28,24.26,40.98,1.15,5.41,2.45
E01032837,2.08,52.93,39.79,2.6,18.34,2.17
E01032838,0,15.41,72.55,,80.67,2.09
E01032839,8.74,17.99,61.95,6.43,4.63,3.38
E01032841,1.18,60.69,65.12,0,32.71,1.74
E01032842,0.72,26.66,4.9,0,81.27,1.75
E01032844,1.62,61.04,44.16,,12.6,1.81
E01032845,13.16,10.85,87.53,46.19,15.01,3.4
E01032846,2.06,50.26,33.62,6,81.99,2.15
E01032847,6.2,5.4,29.4,8,15.1,2.14
E01032848,0,20.99,74.64,,52.19,2.53
E01032850,3.22,14.04,75.73,,24.85,2.91
E01032852,0,4.72,100,,33.33,2.89
E01032853,0,16.17,79.25,0,53.1,3.01
E01032854,0,4.36,95.64,,85.17,2.62
E01032855,25.12,9.3,77.67,23.26,8.84,5.32
E01032856,3.2,3.69,94.58,11.58,1.23,3.62
E01032857,3.85,14.18,57.45,4.33,21.15,2.56
E01032858,6.33,60.88,60.88,15.02,25.23,1.84
E01032859,2.2,31.43,96.7,0,32.09,2.99
E01032860,0,38.38,88.16,0,56.22,1.92
E01032862,0,2.75,72.03,,79.45,2.55
E01032863,1.35,14.38,83.82,,77.3,2.38
E01032865,2.82,3.67,95.76,,29.94,3.18
E01032868,9.07,15.11,9.32,12.26,28.55,1.89
E01032870,9.81,2.85,92.41,5.38,30.7,4.12
E01032871,15.22,4.66,83.23,15.22,6.83,4.17
E01032872,7.05,16.58,7.05,16.32,40.47,2.23
E01032873,7.29,21.03,11.81,15.68,22.97,2.27
E01032876,11.94,36.11,62.78,17.5,0,4.49
E01032877,10.37,0,96.83,1.73,4.61,3.41
E01032878,12.18,4.37,57.24,16.78,23.91,2.5
E01032879,5.4,11.3,48.06,0.84,10.62,2.12
E01032880,0,3.06,96.07,0,59.83,3.3
E01032881,0,6.25,92.58,,68.36,2.66
E01032883,3.29,14.14,69.08,0,9.21,2.38
E01032884,9.59,4.08,92.04,4.9,3.88,2.81
E01032885,1.28,38.3,47.94,,42.98,2.03
E01032886,5.2,45.88,49.94,2.92,10.27,3.18
E01032888,11,31.55,96.24,1.74,26.34,2.85
E01032893,2.14,39.29,80.71,0,38.81,3.3
E01032894,0,44.5,58.44,0,50.12,2.26
E01032895,8.88,13.9,80.69,0,16.22,3.39
E01032896,9.2,36.35,66.72,22.7,47.24,2.31
E01032897,10.14,29,39.5,25.98,26.16,2.72
E01032898,11.29,12.32,69.61,34.29,18.89,2.68
E01032899,4.7,30.1,56.68,10.13,29.96,2.34
E01032900,1.59,6.58,86.85,5.22,78.68,2.71
E01032901,8.41,21.39,60.34,6.01,52.16,2.7
E01032902,15.46,6.53,78.01,18.9,14.43,3.52
E01032904,7.85,2.07,100,2.07,35.54,3.8
E01032905,3.19,44.17,49.69,0.86,39.26,2.37
E01032906,1.14,61.23,15.47,2.13,30,1.52
E01032909,1.14,60.19,0.39,0.98,37.93,1.41
E01032912,1.96,33.96,38.82,1.02,23.14,1.61
E01032914,1.37,37.86,34.1,1.71,29.91,1.71
E01032915,2.66,38.58,35.16,8.68,44.98,1.74
E01032920,10.48,29.79,67.45,25.1,0.97,2.86
E01032922,17.99,0,94.86,26.55,1.5,5.67
E01032923,30.99,3.64,70.42,52.7,2.82,4.69
E01032924,6.96,6.69,80.22,14.48,56.82,3.12
E01032925,14.57,6.95,97.35,27.15,23.18,3.33
E01032926,3.83,8.36,93.73,2.09,68.29,3.17
E01032927,17.04,1.68,95.81,3.35,15.64,3.7
E01032930,3.65,30.53,41.7,15.04,47.9,2.28
E01032931,11.59,15.45,50.2,38.01,42.28,3.32
E01032932,2.14,43.59,74.01,8.39,62.5,1.74
E01032937,21.11,6.6,45.78,34.3,5.94,2.67
E01032938,5.64,52.87,64.83,4.4,33.26,2.55
E01032939,8.52,0,98.89,2.96,8.52,3.61
E01032940,5.02,1.79,99.28,,37.28,3.05
E01032941,10.61,13.13,72.07,10.34,17.6,2.93
E01032942,3.04,11.81,33.81,11.27,55.81,2.39
E01032943,0.99,51.27,66.81,,47.74,2.29
E01032944,3.01,1.37,92.33,,19.18,2.68
E01032946,12.68,6.34,76.06,52.54,4.65,4.04
E01032947,0,10.24,75.12,,76.83,2.49
E01032948,6.05,6.05,85.3,10.09,51.3,3.42
E01032951,4.63,6.77,90.02,0,15.86,3.33
E01032952,8.65,13.14,61.54,12.82,41.99,3.36
E01032953,2.77,24.65,90.94,0,14.21,2.79
E01032955,7.29,16.58,27.69,12.57,41.71,2.27
E01032956,0,4.32,98.15,0,64.2,2.29
E01032957,0,5.84,65.52,,45.89,2.42
E01032958,50,7.89,62.87,28.07,9.65,6.4
E01032961,10.27,19.83,41.51,14.41,19.83,2.09
E01032962,0,0,99.69,,13.35,2.43
E01032963,6.91,2.7,98.8,,27.63,3.19
E01032964,0,1.78,99.11,,73.67,2.99
E01032966,0,33.28,75.08,,69.66,2.35
E01032967,0,38.43,65.76,0,64.66,2.48
E01032970,4.9,38.31,62.36,13.14,20.04,2.86
E01032971,15.73,0,74.67,49.07,23.47,3.57
E01032972,24.33,18.67,72.67,20.67,9.33,5.28
E01032973,0,0,99.59,0,66.39,3.54
E01032974,24.18,1.83,79.85,16.48,52.75,5.4
E01032976,0,58.23,87.53,1.37,82.79,1.76
E01032978,1.55,29.66,40.17,1.38,31.55,1.97
E01032979,8.76,18.28,61.44,13.98,23.5,2.26
E01032980,4.32,31,56.33,10.88,48.29,2.24
E01032981,8.3,5.81,89.21,39.21,25.52,3.16
E01032982,2.47,9.26,77.16,,68.21,2.81
E01032983,8.54,0,99.7,,34.76,4.27
E01032984,0,3.09,100,,38.83,3.48
E01032985,12.8,49.59,47.97,17.34,3.89,3.58
E01032986,22.4,1.64,83.88,58.74,10.11,4.53
E01032987,9.11,15.19,77.57,28.04,21.26,3.27
E01032988,3.11,30.62,77.03,0,29.9,2.64
E01032991,5.55,52.85,48.45,5.55,11.09,2.67
E01032992,7.41,8.2,82.01,6.88,16.4,3.5
E01032993,2.87,49.02,47.51,0,13.12,2.71
E01032994,10.89,27.65,65.92,8.1,19.55,3.96
E01032995,13.46,9.32,67.49,26.29,26.29,3.41
E01032996,13.57,5.43,91.47,8.14,5.81,4.53
E01032997,0,13.53,93.23,,77.82,2.66
E01032999,8.55,13.49,90.46,14.14,17.11,3.43
E01033000,2.29,4.2,70.23,2.29,25.95,2.31
E01033002,6.59,26.98,14.43,3.12,35.44,2.16
E01033003,24.01,40.79,4.7,,37.15,2.59
E01033008,8.56,8.56,5.06,11.02,26.59,2.27
E01033010,11.46,10.45,14.97,16.58,20.8,2.13
E01033011,9.68,47.54,9.05,4.92,65.24,1.72
E01033013,7.71,30.73,34.38,17.71,60.42,2.02
E01033015,0.6,50.72,7.26,,89.64,1.42
E01033016,3.95,24.85,12.13,3.51,71.35,2.08
E01033021,4.23,17.89,44.79,10.7,40.7,2.18
E01033022,0,31.94,56.61,,20.48,2.11
E01033023,9.04,23.33,47.66,19.42,25,2.26
E01033024,1.68,0,100,,24.24,4.68
E01033026,7.54,5.31,98.32,3.07,74.58,2.84
E01033027,0,8.54,95.73,,75.8,2.36
E01033028,12.02,4.33,96.63,11.06,22.12,3.77
E01033029,5,15.88,85,10.59,47.65,3.27
E01033030,1.49,31.63,3.61,0,81.74,1.8
E01033031,4.87,27.34,11.86,3.37,46.44,2.02
E01033033,0,15.25,8.51,,86.34,1.85
E01033034,3.52,22.98,0,4.81,54.75,2.01
E01033035,7.3,0,14.88,0,10.47,4.29
E01033036,9.23,8.04,92.56,9.23,19.64,4.07
E01033037,4.58,3.15,84.24,0,52.44,3.17
E01033038,19.07,16.51,58.97,27.56,25.16,3.47
E01033039,22.06,9.56,75.74,21.69,13.24,4.24
E01033040,3.49,49.28,60.78,1.44,55.65,2.04
E01033041,15.71,28.93,58.21,4.29,19.29,3.3
E01033042,36.97,5.11,51.41,16.55,3.7,5.79
E01033043,7.91,17.99,72.18,22.3,28.3,2.91
E01033044,0,7.82,92.99,,76.01,2.62
E01033045,0,7.73,100,,70.39,2.8
E01033046,10.09,9.21,63.6,35.31,20.18,2.84
E01033047,22.22,5.21,69.44,53.82,6.25,4.52
E01033048,10.28,14.44,56.24,17.07,19.04,3.17
E01033049,14.78,14.57,48.91,37.61,3.7,3.39
E01033050,0,0,96.99,,39.1,3.24
E01033051,14.15,12.89,79.56,28.3,2.04,3.32
E01033052,18.23,19.34,75.69,9.39,19.34,4.64
E01033053,1.1,30.4,65.2,,53.96,3.03
E01033054,0,5.19,97.84,0,66.67,2.42
E01033055,0.86,36.99,56.84,1.48,36.87,2.76
E01033056,13.92,22.98,70.23,16.5,6.8,4.02
E01033058,8.94,7.76,96.63,4.72,2.02,3.8
E01033059,7.12,0,99.63,,12.36,3.78
E01033060,36.36,18.18,75.76,35.93,25.54,7.07
E01033061,14.65,9.55,86.31,10.83,11.46,4.75
E01033062,10.03,2.17,98.64,0,0,4.34
E01033063,8.62,16.67,85.92,11.49,45.11,3.11
E01033064,19.21,9.05,63.13,30.46,4.86,3.35
E01033067,1.48,29.21,29.39,5.91,35.49,2.1
E01033068,6.62,36.49,17.01,19.35,17.53,2.39
E01033069,17.25,7.93,51.05,53.38,6.29,3.49
E01033070,11.77,20.31,20.22,19.8,10.07,2.38
E01033071,12.34,8.22,44.86,35.51,32.15,3.1
E01033072,23.69,22.24,84.63,17,23.33,4.48
E01033073,23.26,13.18,70.03,57.11,13.44,4.6
E01033076,1.19,48.93,60.26,,4.65,2.25
E01033077,2,48.62,61.69,0,23.85,2.32
E01033078,33.86,24.93,87.14,51.18,20.73,6.26
E01033079,52.04,3.62,55.2,40.72,6.79,7.01
E01033080,20.56,14.72,51.82,64.6,9.12,3.49
E01033081,1.7,44.34,67.17,3.77,26.98,1.6
E01033082,0,3.58,97.91,0,2.99,2.29
E01033083,3.47,51.32,3.2,3.29,62.56,1.47
E01033084,14.93,15.64,71.33,38.63,17.06,2.63
E01033086,5,19.09,71.36,7.27,3.64,2.18
E01033087,1.52,36.38,66.21,2.89,66.21,1.61
E01033088,1.39,45.99,52.16,3.24,36.11,2.24
E01033089,8.53,16.27,74.4,12.27,8.53,3.02
E01033091,18.02,1.35,87.61,62.16,9.46,3.59
E01033092,5.85,10.76,40.94,20.94,18.95,2.4
E01033094,25.89,8.75,60,64.29,11.79,3.3
E01033095,12.5,34.5,57.33,3.33,7.17,2.88
E01033097,23.35,4.55,54.55,53.31,18.8,3.65
E01033099,4.3,72.24,18.93,1.28,22.07,1.42
E01033100,6.27,52.15,30.53,17.66,1.49,1.78
E01033102,5.7,10.62,86.27,13.21,40.16,3.35
E01033103,3.9,46.64,53.58,2.6,6.29,3.12
E01033104,17.12,16.19,20.97,18.35,13.49,2.47
E01033105,1.81,0,100,,27.17,3.31
E01033107,0,0,99.38,,48.45,3.22
E01033109,14.64,11.3,43.24,24.55,24.41,2.66
E01033111,18.01,11.14,82.23,30.33,9,3.75
E01033112,29,6.13,48.51,45.91,15.61,3.84
E01033113,0,20.91,88.59,,71.1,2.2
E01033114,3.89,16.32,76.17,0,41.97,3.32
E01033116,12.72,56.71,31.81,8.44,12.45,3.21
E01033117,1.74,48.48,99.78,0,83.04,2.09
E01033118,21.87,4.37,70.55,9.91,20.12,5.06
E01033120,6.14,12.72,98.68,10.96,50.88,2.87
E01033121,0,38.95,77.72,,70.75,1.74
E01033122,3.38,56.48,35.74,12.29,25.59,1.82
E01033123,13.2,7.2,82,53.8,18.2,3.27
E01033124,1.66,37.31,6.34,3.47,58.76,2.06
E01033125,18.09,10.72,23.39,25.58,27.26,2.74
E01033126,0.8,34.87,6.21,0.96,91.4,2.28
E01033127,0,20.54,53.24,0,69.46,2.6
E01033128,3.76,3.38,77.44,0,40.98,2.97
E01033129,12.79,11.87,38.66,33.49,15.98,2.7
E01033130,12.18,5.96,72.28,56.99,4.15,3.24
E01033131,3.3,33.63,66.67,0,5.71,2.25
E01033132,0,40.82,5.2,0.34,41.4,1.3
E01033133,0,36.88,38.33,0,66.88,1.97
E01033135,13.33,8.67,90.67,73.33,7.33,3.62
E01033137,12.71,5.37,81.36,10.17,41.24,3.41
E01033138,15.15,3.37,85.52,15.49,11.78,3.62
E01033139,2.29,19.24,45.52,4.57,20.38,2.57
E01033140,5.65,49.96,52.67,9.91,28.66,1.8
E01033142,0,0,99.67,,21.52,3.43
E01033144,7.41,0,98.89,0,42.22,4.49
E01033145,13.49,3.95,94.08,1.97,18.75,3.83
E01033146,4.88,9.76,54.88,4.47,10.57,2.49
E01033148,12.2,2.71,74.24,5.08,4.75,3.25
E01033150,4.49,3.63,26.71,4.27,5.77,2.57
E01033151,8.98,2.34,85.55,5.47,0,2.89
E01033156,4.43,3.48,94.94,5.7,50,3.03
E01033158,18.09,15.36,86.01,23.21,20.14,5.14
E01033160,7.16,7.39,94.92,0,4.16,3.14
E01033161,11.04,5.52,96.43,33.44,29.22,3.89
E01033163,2.9,12.66,99.74,0,82.06,3.49
E01033166,6.39,55.38,39.62,23.54,36.32,1.8
E01033167,12.37,10.1,63.64,31.57,20.96,2.79
E01033168,15.98,3.65,98.17,8.68,43.38,4.28
E01033169,4.43,2.58,95.94,,60.89,3.68
E01033170,8.97,7.05,91.35,2.56,31.41,2.94
E01033171,8.65,10.66,88.18,18.44,56.48,2.59
E01033172,16.85,4.89,71.74,45.83,34.96,3.04
E01033173,3.79,23.92,75.9,0,49.4,3.06
E01033174,0,71.67,57.5,,51.63,1.54
E01033175,6.23,5.88,88.93,,29.07,3.82
E01033177,0,16.07,84.23,,80.06,2.69
E01033179,3.7,65.63,46.66,0,25.42,1.97
E01033181,3.12,5.71,96.62,,55.06,3.24
E01033182,10.84,12.45,82.13,39.76,2.81,3.16
E01033184,9.83,7.9,99.23,0,5.97,4.04
E01033185,15.72,19.07,71.91,15.72,11.08,3.92
E01033186,24.33,22.55,67.66,18.4,5.93,5.11
E01033188,7.88,30.91,96.97,9.7,34.24,3.31
E01033189,1.18,39.53,63.13,1.47,52.51,2.39
E01033190,4.26,4.26,93.62,21.58,72.34,2.74
E01033195,9.15,15.49,88.03,20.77,13.03,3.78
E01033197,6.82,19.32,76.14,27.73,14.32,3.41
E01033198,13.55,2.8,89.72,38.32,11.21,3.63
E01033200,25.99,11.62,74.01,49.85,7.8,3.64
E01033205,11.59,1.83,95.43,15.85,8.54,3.95
E01033206,9.49,1.28,98.21,2.82,12.82,3.37
E01033208,0,43.2,2.92,,56.26,1.78
E01033209,24.84,0,84.16,59.32,0,5
E01033210,21.12,17.67,89.66,26.29,9.05,4.76
E01033211,13.26,12.95,72.85,32.76,13.88,3.25
E01033212,12.75,5.04,68.63,52.66,11.9,2.87
E01033213,1.85,6.61,97.35,1.32,61.9,2.91
E01033214,2.23,43.12,66.4,0,25.71,2.71
E01033215,13.23,8.38,44.56,38.36,5.86,3.01
E01033217,4.34,10.31,41.23,5.24,43.76,2.28
E01033218,2.97,3.26,85.76,8.61,59.35,3.17
E01033219,11.76,2.94,96.64,25.63,15.55,4.8
E01033220,5.49,3.08,54.95,10.33,14.51,2.28
E01033223,4.94,19.04,16.69,11.87,47.71,1.99
E01033224,8.77,12.33,61.64,24.11,18.63,2.22
E01033226,8.93,16.15,57.73,14.09,6.53,2.16
E01033228,1.87,46.87,78.19,0,19.61,2.07
E01033229,7.91,40.44,54.95,5.49,19.34,2.32
E01033232,1.96,5.23,100,,83.33,2.13
E01033234,0.95,46.97,55.49,6.06,13.83,2.17
E01033235,17.08,4.7,81.44,41.09,6.93,3.43
E01033236,23.71,3.78,91.41,42.96,0,4.47
E01033237,4.73,29.28,63.51,0,18.92,1.98
E01033239,22.32,17.66,87.15,21.19,16.95,4.02
E01033241,18.44,7.41,55.51,45.09,13.63,2.74
E01033242,20.9,3.62,56.93,25.59,11.73,2.82
E01033243,9,44.08,51.18,8.29,4.5,3.36
E01033244,6.68,21.81,77.21,0,35.17,3.22
E01033245,13.43,24.03,68.9,28.98,8.48,3.44
E01033246,18.41,7.67,50.64,30.69,17.65,3.43
E01033247,21.3,5.07,31.85,46.45,20.89,2.88
E01033248,15.86,7.46,50.37,23.88,17.91,2.63
E01033249,8.67,13.95,57.82,32.31,12.93,2.48
E01033250,3.36,10.59,89.15,0,83.2,2.69
E01033251,4.16,46.21,48.9,4.65,33.74,2.54
E01033252,18.45,15.5,84.5,8.12,10.7,5.41
E01033253,15.33,13.28,41.9,34.74,24.67,3.49
E01033254,0,6.04,92.62,,82.55,2.56
E01033255,2.42,39.55,55.3,0.91,16.36,2.8
E01033256,16.94,11.84,50.49,55.92,10.53,3.53
E01033257,15.04,0,98.01,1.99,1.55,4.09
E01033259,2.46,5.65,80.1,0,79.12,2.59
E01033260,8.02,8.64,78.7,11.42,38.27,3.32
E01033261,1.25,31.79,5.08,0,60.37,1.55
E01033262,3.83,21.61,11.68,10.12,35.17,1.61
E01033263,1.6,39.13,18.89,6.8,38.46,1.53
E01033264,4.52,19.02,4.37,6.92,34.11,1.82
E01033265,2.26,19.08,4.1,5.74,33.23,1.67
E01033268,1.71,34.57,39.13,2.47,14.06,1.9
E01033269,20.8,1.42,92.59,33.9,2.28,3.57
E01033270,3.22,34.94,20.07,12.89,51.05,1.91
E01033271,1.1,34.19,35.66,0,53.12,1.7
E01033272,1.67,32.89,21.41,3.71,28.71,1.92
E01033273,15.94,20.64,53.52,46.98,6.88,3.18
E01033274,1.64,55.55,12.49,2.63,51.52,0.89
E01033275,4.65,7.56,80.23,3.2,48.84,3.16
E01033276,0.43,30.85,13.59,2.48,51.54,1.41
E01033277,3.16,44.93,59.42,0,22,2.21
E01033279,6.06,5.19,95.24,0,17.97,2.86
E01033280,11.36,3.3,98.9,13.55,12.82,4.49
E01033281,31.46,9.75,82.57,53.32,7.24,5.48
E01033283,8.6,10.53,55.44,21.58,30.18,2.52
E01033285,12.74,7.85,57.59,31.59,15.71,2.42
E01033286,15.7,10.63,67.09,15.19,13.67,2.92
E01033288,11.94,8.43,69.09,11.94,9.37,2.91
E01033289,37.53,18.82,33.95,12.47,16.4,5.7
E01033291,47.71,8.5,53.59,23.97,18.3,6.41
E01033292,25.37,4.73,30.85,19.15,26.62,4.31
E01033294,6.67,1.56,90.89,0,0,2.74
E01033296,8.46,15.99,99.69,0,36.68,3.44
E01033299,3.43,19.19,65.18,19.95,61.5,2.17
E01033300,11.22,22.79,26.99,34.09,33.48,2.24
E01033302,5.83,26.5,73.5,17.67,50.38,2.47
E01033303,16.53,0,97.8,89.53,,3.41
E01033305,1.28,17.02,52.98,5.11,56.81,2.47
E01033306,17.56,6.96,53.16,28.32,11.39,3.14
E01033308,0,35.49,92.27,2.68,85.02,1.74
E01033310,5.11,2.56,95.74,2.84,40.62,2.75
E01033311,11.15,3.48,95.12,3.48,0,3.2
E01033313,10.29,9.93,89.34,13.24,44.12,3.76
E01033314,0,3.6,100,,87.19,2.83
E01033316,1.95,23.81,72.94,1.08,69.26,2.33
E01033317,11.94,19.84,84.62,28.54,38.46,2.87
E01033319,0,13.1,86.71,0,57.42,2.6
E01033320,13.75,2.19,75.94,39.69,15.94,3.19
E01033322,3.54,19.62,20.16,14.99,74.93,2.23
E01033324,15.14,1.76,94.01,70.42,5.28,3.72
E01033325,0,28.39,0,,65.46,1.73
E01033327,7.85,13.51,47.1,33.72,15.19,2.09
E01033328,14.23,4.94,74.51,73.12,7.11,3.3
E01033329,6.05,36.59,37.52,26.51,46.98,2.2
E01033330,12.71,18.16,67.32,0.65,4.15,2.33
E01033334,7.97,1.08,70.69,,18.1,3.83
E01033336,16.72,0,99.67,0,3.68,4.26
E01033338,8.28,10.06,74.26,6.8,52.66,3.22
E01033339,9.94,11.4,66.37,12.87,53.22,2.82
E01033341,14.38,16.34,72.22,40.2,9.48,2.96
E01033342,5.63,39.39,28.43,9.67,73.59,1.77
E01033344,17.2,13.76,44.95,36.56,29.89,2.93
E01033347,8.95,20.6,30.13,16.46,19.83,2.14
E01033348,4.13,12.09,60.47,53.69,20.35,2.37
E01033350,5.92,31.49,44.08,3.82,40.46,2.2
E01033352,1.72,48.8,21.53,5.61,45.36,1.42
E01033353,9.59,31.26,30.39,18.95,49.35,1.89
E01033356,4.84,18.23,62.96,7.69,27.92,2.17
E01033358,10.02,25.05,35.65,17.73,21.19,2.19
E01033359,4.62,31.75,19.83,15.45,43.67,1.78
E01033361,10.18,9.39,63.41,39.92,15.26,2.72
E01033362,3.44,17.03,28.26,19.57,56.16,2.06
E01033364,12.98,11.26,87.6,62.02,13.93,3.07
E01033366,6.96,0,90.87,50,0,2.92
E01033367,13.43,6.25,59.26,51.62,3.94,3.06
E01033369,10.14,7.09,68.92,9.8,3.38,2.93
E01033370,5.67,0.77,72.28,,0.77,2.57
E01033372,4.93,6.58,72.05,11.51,70.68,2.89
E01033373,6.96,12.99,76.57,12.3,30.63,2.92
E01033375,1.51,48.07,55.95,,36.35,2.84
E01033376,0,0,99.13,0,56.33,3.32
E01033378,26.22,13.99,79.02,27.62,15.03,6.58
E01033380,4.62,18.93,22.35,4.77,70.64,2.11
E01033381,0.72,55.78,16.04,0,63.73,1.71
E01033383,4.18,9.51,88.4,18.33,20.19,2.19
E01033384,8.17,4.86,80.35,7.51,3.09,2.95
E01033386,8.2,7.96,99.06,,0,3.12
E01033387,9.13,9.59,40.87,20.09,49.77,2.63
E01033388,13.06,3.09,89.55,40.14,21.38,3.37
E01033389,3.99,6.38,98.67,0,78.19,2.56
E01033390,8.5,6.16,99.71,0,64.22,3.22
E01033391,13.58,15.23,92.59,0,6.58,4.55
E01033392,11.95,41.43,67.99,14.21,10.23,2.94
E01033394,12.44,45.22,85.89,8.37,31.1,3.35
E01033395,7.29,5.47,32.8,12.76,70.16,2.27
E01033396,5.38,14.49,94,15.73,2.9,2.42
E01033397,5.31,0,95.64,0,35.48,2.95
E01033398,1.57,4.51,77.25,0,38.04,2.38
E01033399,5.77,9.31,24.77,7.82,10.43,2.24
E01033400,2.73,25.32,15.5,9.54,24.75,1.64
E01033402,0.81,50.81,20.3,4.57,77.55,1.41
E01033407,3.27,23.33,26.75,11.66,47.59,2.15
E01033409,1.19,9.88,3.36,6.52,2.17,1.22
E01033410,20.31,0,88.27,37.2,1.57,4.44
E01033411,4.27,7.32,32.32,4.88,0,1.8
E01033412,20.44,2.46,99.01,7.39,1.97,4.53
E01033413,20.32,5.71,89.5,25.11,2.51,3.89
E01033414,12.35,19.75,68.78,10.23,15.17,3.53
E01033415,4.66,46.39,18.47,13.16,50.29,1.55
E01033417,10.57,17.55,73.57,57.29,19.03,2.68
E01033418,2.28,63.29,6.84,5.74,69.79,1.5
E01033420,4.2,6.04,26.41,13.8,30.88,2.42
E01033421,1.13,42.13,42.84,6.52,20.85,1.88
E01033422,14.54,10.96,69.92,56.37,12.15,2.59
E01033423,7.57,51.53,53.71,29.99,29.4,1.91
E01033425,2.35,2.01,99.33,0,40.94,3.65
E01033426,1.55,43.04,86.08,1.55,60.57,2.53
E01033427,4.12,2.88,91.77,0,56.38,2.86
E01033429,9.61,5.02,90.39,9.61,15.94,3.22
E01033430,12.43,0,91.62,7.3,0,3.28
E01033431,0,16.89,97.3,0,91.55,2.47
E01033434,5.35,16.49,35.33,9.42,71.52,2.49
E01033435,0,2.39,99.78,,45.12,2.79
E01033436,2.11,42.14,81.69,0,10.53,2.08
E01033437,7.54,4.52,83.92,16.83,10.8,2.88
E01033438,10.28,11.29,44.96,29.13,8.97,2.91
E01033440,3.27,25.82,21.38,3.62,31.89,2.27
E01033441,2.86,36.19,29.66,7.62,60,2.24
E01033443,12.5,0,95.92,4.35,11.68,4.52
E01033445,17.59,4.32,51.85,0,35.8,4.8
E01033446,43.85,6.97,61.07,30.74,7.58,6.11
E01033447,11.9,5.95,93.25,2.38,8.73,4.15
E01033448,50.65,11.89,59.69,38.24,11.63,6.83
E01033449,20.29,6.36,40.1,12.47,26.65,4.88
E01033450,13.2,1.86,97.53,5.15,2.89,4.21
E01033452,25.68,2.95,74.55,5.91,32.05,4.13
E01033454,16.46,8.02,70.46,0,43.67,3.49
E01033455,19.19,4.94,71.51,70.64,2.62,2.59
E01033456,1.89,32.08,69.58,6.6,18.87,1.9
E01033457,13.39,2.19,75.68,18.03,11.75,3.37
E01033458,4.79,19.89,45.12,6.81,29.28,2.41
E01033459,15.85,24.41,64.66,32.96,26.78,2.99
E01033460,2.53,65.45,42.7,0,27.53,2.1
E01033461,0,8.28,76.11,0,79.62,2.67
E01033462,9.89,5.65,62.43,9.04,44.07,2.85
E01033463,18.23,0,97.32,22.25,0,4.6
E01033465,1.13,26.7,93.67,,68.33,2.97
E01033466,6.93,9.76,87.29,15.79,7.7,3.13
E01033467,1.12,38.28,54.7,,28.87,2.19
E01033469,13.29,13.46,83.65,25.89,5.79,3.44
E01033470,14.69,12.24,94.41,25.17,13.29,3.52
E01033471,5.08,0,99.81,2.63,3.2,3.16
E01033472,10.53,1.26,98.11,,2.32,3.78
E01033473,17.03,22.57,83.76,35.45,15.64,3.77
E01033474,1.56,42.7,67.94,,52.77,2.22
E01033475,0,4.24,99.58,,62.71,4.13
E01033476,1.01,53.64,88.46,0,43.12,4.02
E01033479,3.74,2.72,99.66,,43.2,3.81
E01033480,3.71,62.91,46.49,1.99,10.07,3.36
E01033481,1.04,61.82,88,,75.43,2.24
E01033482,4.56,18.23,87.67,1.34,24.13,3.33
E01033485,11.99,2.71,84.16,73.08,2.94,3.13
E01033486,4.23,5.16,89.2,20.66,10.8,2.62
E01033488,5.83,28.75,82.08,18.12,25.42,1.96
E01033489,1.35,31.47,53.47,17.77,50.93,2.35
E01033490,9.34,10.51,50.58,18.09,12.26,2.79
E01033491,10.81,14.67,64,47.85,18.07,2.25
E01033493,0,62.79,79.26,4.07,86.24,1.43
E01033494,10.94,3.44,80,63.75,3.75,3.75
E01033495,0,2.42,99.7,,69.79,2.68
E01033496,6.58,5.26,98.68,0,9.65,4.26
E01033497,5.19,60.9,76.99,3.99,58.51,2.03
E01033498,4.72,27.77,63.88,1.63,20.33,2.37
E01033499,2.1,42.08,47.98,,38.45,1.65
E01033500,0.87,50.29,53.68,,69.67,1.43
E01033501,0,19.92,94.28,,58.78,2.56
E01033503,1.71,47.82,58.06,2.28,20.49,2.67
E01033506,1.88,11.48,96.66,0,31.52,3.45
E01033514,0,19.9,81.61,,67,2.58
E01033515,0,10.63,89.65,,11.99,3.76
E01033517,2.68,3.45,83.52,0,61.69,3.67
E01033520,2.36,2.69,98.99,0,13.47,3.57
E01033526,24.93,6.65,58.17,35.46,4.43,3.91
