lsoa21,Efficiency band E-G,Efficiency band A-B,Fossil fuel dependency,Property built 1930-,Property built 2003+,CO2_EMISSIONS_CURRENT
E01006261,13.67,8.99,98.56,27.34,2.88,3.65
E01006262,5.9,45.45,80.1,9.58,24.08,2.67
E01006263,21.8,0,97.16,6.64,0,4.64
E01006264,13.51,0,99.32,,0,4.25
E01006265,24.55,0,94.95,59.57,,4.56
E01006266,21.23,0,98.11,21.7,,4.38
E01006267,5.35,14.93,98.59,3.94,0,2.65
E01006268,18.44,6.42,90.22,37.15,16.76,4.51
E01006269,9.85,22.17,71.43,20.94,8.87,3.03
E01006270,7.69,12.5,93.27,5.77,0,3.29
E01006271,20.23,5.57,84.16,36.66,13.2,4.45
E01006272,11.36,32.2,83.9,40.85,24.92,2.85
E01006273,16.16,4.71,93.27,27.95,3.7,3.93
E01006274,9.63,5.61,88.24,35.83,2.94,3.11
E01006275,11.88,10.22,91.99,21.27,1.93,3.27
E01006276,13.85,2.35,96.95,37.32,18.08,3.8
E01006277,7.48,24.83,77.21,7.14,3.4,3.52
E01006278,18.71,13.5,83.13,28.53,0,3.73
E01006279,20.46,5.41,93.82,21.24,17.37,4.05
E01006280,18.25,0,96.35,21.17,0,3.66
E01006281,15.99,16.75,90.86,12.44,15.74,3.54
E01006282,11.14,24.35,85.49,11.92,14.25,3.08
E01006283,7.67,20.93,89.53,11.16,15.12,2.73
E01006284,6.54,28.88,92.1,1.63,32.43,2.51
E01006285,16.12,25.37,67.46,3.88,3.58,3.52
E01006286,16.53,23.79,77.42,5.24,0,4.19
E01006287,9.74,4.55,99.35,,3.25,3.58
E01006288,9.26,16.67,87.04,3.7,0,3.01
E01006289,5,3.5,96.75,10,6.75,2.71
E01006290,21.88,,97.66,39.06,0,4.68
E01006291,17.75,3.1,83.38,46.2,2.54,3.49
E01006292,20.38,2.31,93.08,38.85,4.23,4.14
E01006293,13.81,0,92.19,27.33,9.31,3.33
E01006294,15.65,4.86,94.78,61.51,14.93,3.5
E01006295,17.27,1.7,94.65,61.56,3.89,3.82
E01006296,5.19,25.71,97.17,11.79,26.89,2.4
E01006297,11.93,2.54,85.03,19.04,11.93,3.08
E01006298,7.84,21.38,88.12,19.24,18.29,2.75
E01006299,13.95,3.68,80.26,21.84,31.84,3.71
E01006300,23.28,1.91,91.6,6.11,3.05,4.98
E01006301,15.57,35.29,77.51,2.42,13.15,4.01
E01006302,8.71,36.38,63.4,21.57,4.79,2.98
E01006303,12.67,31.96,74.93,29.2,0,3.4
E01006304,11.91,24.45,97.49,11.91,22.26,3.6
E01006305,4.01,4.74,98.91,3.28,8.76,3.03
E01006306,15.56,5.78,65.78,43.78,3.56,3.57
E01006307,10.4,3.69,95.3,33.22,2.01,3.24
E01006308,18.14,4.53,86.15,51.39,4.03,3.71
E01006309,14.59,11.67,87,37.14,6.9,3.21
E01006310,13.35,11.93,87.78,44.32,1.42,3.52
E01006311,11.07,0,98.57,8.21,5,3.15
E01006312,15.81,0,99.15,7.26,0,3.97
E01006313,6.86,32.68,66.34,14.05,2.29,3.06
E01006314,14.5,15.41,78.25,7.85,4.23,3.83
E01006315,9.24,42.93,80.43,5.43,22.83,3.12
E01006316,7.36,52.64,62.45,5.85,20,2.9
E01006317,8.67,29.64,68.43,9.16,3.37,2.86
E01006318,20.36,6.33,91.4,0,2.26,4.21
E01006319,10.95,38.06,89.55,13.68,35.82,3.37
E01006320,20.36,0,98.8,3.59,,4.24
E01006321,14.5,2.67,94.66,3.82,3.44,3.73
E01006322,9.65,35.79,60.35,20,10.7,2.92
E01006323,10.82,4.09,95.43,6.73,2.4,3.24
E01006324,13.04,3.73,83.85,30.12,4.97,3.23
E01006325,18.84,3.34,93.92,28.57,2.43,4.02
E01006326,22.17,,90.39,72.91,2.96,3.99
E01006327,3.36,62.14,45.35,5.3,5.68,1.76
E01006328,23.41,0,81.62,75.49,4.38,3.99
E01006329,22.99,0,88.89,33.72,6.13,4.16
E01006330,17.19,1.75,81.05,13.33,16.49,4.32
E01006331,16.59,,99.53,3.32,0,4.19
E01006332,8.32,6.32,62.06,22.13,31.45,2.88
E01006333,19.74,1.63,75.04,67.05,10.11,3.55
E01006334,15.46,14.93,86,67.37,8.59,3.2
E01006335,15.72,2.46,93.37,65.11,8.6,3.4
E01006336,6.73,8.65,90.38,23.4,,2.64
E01006337,14.53,0,77.03,20.95,5.41,3.89
E01006338,15.75,4.3,95.7,45.82,12.89,3.31
E01006339,18.23,0,98.44,0,,4.07
E01006340,5.3,57.48,64.49,9.66,23.05,2.28
E01006341,4.86,22.74,80.13,1.77,20.09,2.61
E01006342,12.66,13.44,84.75,18.6,8.53,3.21
E01006343,9.45,0,94.53,,0,3.69
E01006344,7.58,4.04,99.49,0,,3.26
E01006345,13.4,25.52,94.07,2.06,19.85,3.54
E01006346,17.99,5.4,92.99,35.97,16.73,3.73
E01006347,14.62,7.69,86.92,0,3.08,4.08
E01006348,8.66,67.38,54.83,4.89,19.07,2.82
E01006349,9.85,11.21,48.64,16.97,30,2.63
E01006350,9.76,2.44,90.55,11.28,0,3.24
E01006351,6.18,0,95.16,34.68,8.87,2.94
E01006352,16.76,18.42,72.93,46.41,9.21,3.5
E01006353,22.03,2.03,96.27,42.71,2.03,4.45
E01006354,15.07,3.48,81.74,35.07,3.77,3.67
E01006355,17.61,5.4,88.64,41.76,10.8,3.65
E01006356,10.87,4.35,95.65,4.35,,3.5
E01006357,10.34,7.93,78.62,,,3.49
E01006358,11.27,16.7,82.67,22.76,9.39,3.26
E01006359,21.13,12.5,84.52,39.58,10.71,3.73
E01006360,6.23,7.54,96.39,0,,2.88
E01006361,7.4,7.07,96.14,8.68,0,3.22
E01006362,21.4,3.68,93.31,17.73,7.36,4.75
E01006363,20.59,7.19,92.16,3.92,7.52,4.31
E01006364,12.54,5.67,91.64,22.99,3.58,3.85
E01006365,17.98,6.4,91.63,23.4,21.18,4.5
E01006366,15.29,24.06,74.19,18.55,0,3.65
E01006367,21.23,10.27,86.3,18.15,13.01,4.25
E01006368,18.18,15.84,82.99,26.1,8.5,4.19
E01006369,17.81,16.25,70.76,52.47,1.56,3.25
E01006370,24.75,2.02,69.7,58.75,4.55,4.16
E01006371,28.49,,97.97,81.98,0,5.23
E01006372,19.68,11.24,83.94,16.06,22.09,5.39
E01006373,24.55,0,96.75,31.05,0,5.11
E01006374,22.41,0,95.32,16.72,0,4.96
E01006375,33.05,0,80.04,57.94,3.65,5.07
E01006376,9.69,0,97.81,20,4.69,3.24
E01006377,13.03,0,96.64,12.61,0,4.03
E01006378,17.87,0,98.3,5.96,0,4.22
E01006379,8.76,35.96,96.85,11.91,33.03,3.14
E01006380,3.53,69.29,67.57,5.98,29.44,2.18
E01006381,7.24,8.28,84.48,5.52,27.24,3.54
E01006382,13.5,0,99.39,0,0,4.59
E01006383,8.21,0,98.55,0,0,3.67
E01006384,24.77,0,76.58,4.5,,3.9
E01006385,21.23,0,95.75,5.19,5.66,4.38
E01006386,6.17,9.26,58.02,8.23,2.06,3.03
E01006387,17.46,10.79,85.4,49.21,,3.68
E01006388,6.05,32.36,88.31,6.68,21.71,2.66
E01006389,9.36,,99.42,,5.85,3.32
E01006390,14.14,21.2,67.54,19.11,1.83,3.41
E01006391,19.21,3.49,96.07,16.16,8.3,4.3
E01006392,10.07,6.94,89.58,26.39,2.43,3.26
E01006393,12.45,0,94.85,0,2.58,3.45
E01006394,19.35,2.42,98.39,3.23,3.23,4.28
E01006395,13.43,0,99.65,,19.43,4.12
E01006396,12.71,2.12,96.19,10.59,10.59,3.92
E01006397,9.15,11.36,69.4,4.1,,2.77
E01006398,10.83,,97.92,10,0,3.03
E01006399,15.76,4.39,95.61,50.9,1.81,4.06
E01006400,4.89,29.08,45.92,,6.25,2.61
E01006401,10.94,,96.88,7.81,10.42,3.93
E01006402,16.54,,98.43,,,4.58
E01006403,14.62,0,98.11,,0,4.01
E01006404,11.55,24.94,76.91,21.71,17.78,3.03
E01006405,9.25,29.56,65.55,14.4,,2.73
E01006406,23.04,0,97.83,10.87,,4.31
E01006407,15.1,2.6,95.83,0,0,3.61
E01006408,7.84,24.59,77.57,8.65,,3.08
E01006409,25.6,3.38,95.65,5.8,,4.21
E01006410,10.84,0,96.99,,0,3.57
E01006411,2.85,7.36,95.72,,2.14,2.47
E01006412,0,1.93,91.33,,2.65,2.38
E01006413,11.14,11.37,90.72,,1.04,2.26
E01006414,3.66,10.18,98.43,,9.92,2.25
E01006415,2.27,3.17,98.87,1.81,19.95,3.2
E01006416,5.94,9.13,92.57,0,9.77,2.59
E01006417,11.92,25,67.29,,2.34,2.36
E01006418,4.78,4.78,98.9,2.94,2.94,2.91
E01006419,6.64,0,94.69,,2.21,3.03
E01006420,18.14,38.76,74.73,6.82,39.38,4.24
E01006421,8.96,0,99.25,,5.22,3.91
E01006422,9.3,18.14,85.12,0,5.12,3.48
E01006423,11.11,2.78,99.44,0,6.11,3.41
E01006424,10.33,0,96.31,3.32,7.01,4.09
E01006425,6.69,4.68,97.66,2.01,8.36,3.26
E01006426,5.59,5.59,97.32,1.12,6.26,2.69
E01006427,14.8,9.2,90.4,4,0,3.54
E01006428,7.33,2.44,99.02,0,7.09,3.08
E01006429,3.36,3.06,99.69,0,5.2,3.11
E01006430,4.57,21.3,79.35,0,1.74,2.28
E01006431,11.68,14.26,81.98,3.37,13.66,3.29
E01006432,6.52,3.04,96.74,0,2.83,3.02
E01006433,8.25,18.69,83.01,0,2.43,2.66
E01006434,8.29,9.68,96.08,0,11.98,2.69
E01006435,7.36,4.09,99.18,0,3.54,3.01
E01006436,4.26,3.55,98.11,0,3.07,2.45
E01006437,4.54,36.7,63.92,0,1.24,2.12
E01006438,17.91,6.34,95.52,9.7,10.07,5.28
E01006439,12.68,28.22,93.25,13.09,19.02,3.3
E01006440,5.88,11.76,94.75,1.47,9.24,2.86
E01006442,2.64,12.87,68.81,,6.11,2.44
E01006443,6.74,17.79,84.27,0,5.24,2.54
E01006444,5.1,10.68,98.3,1.21,8.5,2.86
E01006445,6.12,6.63,97.7,0,2.3,2.91
E01006446,14.01,10.89,89.11,2.33,11.28,3.23
E01006447,12.58,2.42,77.1,0,5.81,3
E01006448,4.01,10.63,92.68,0,9.58,2.57
E01006449,7.27,28.18,82.95,0,9.77,2.83
E01006450,5.42,30.3,75.12,1.91,3.99,2.43
E01006451,19.12,1.88,95.92,19.75,0,4.11
E01006452,25.36,4.03,94.52,21.61,5.48,3.84
E01006453,4.43,9.09,98.83,1.17,5.83,2.63
E01006454,6.38,48.14,51.06,0,,2.48
E01006455,5.16,8.6,94.07,0,17.21,2.62
E01006456,13.35,0,96.14,5.04,3.56,3.55
E01006457,14.15,22.64,78.77,0,0,3.54
E01006458,6.19,12.98,86.73,0,16.52,2.84
E01006459,11.89,4.05,70.54,3.24,25.14,3.46
E01006460,6,6.38,98.87,1.13,5.07,2.79
E01006461,8.97,4.04,98.88,3.59,0,3.02
E01006462,11.5,27.81,72.73,10.16,0,3.27
E01006464,4.04,61.34,60.79,3.95,16.9,2.21
E01006465,11.76,0,97.06,4.62,3.78,4.12
E01006466,11.97,19.47,80.93,38.34,6.29,2.95
E01006467,2.26,16.43,96.1,0,7.8,2.41
E01006470,4.4,14.67,91.69,0,5.62,2.66
E01006471,18.84,,98.55,6.28,0,4.57
E01006472,14.59,0,97.85,2.58,3.43,4.43
E01006473,10.8,55.01,70.18,4.63,22.11,3.29
E01006474,12.19,37.25,59.82,9.71,1.13,3.37
E01006475,21.17,10.81,87.39,20.72,3.6,5.18
E01006476,6.22,20.75,65.98,0,18.67,3.32
E01006477,8.59,11.11,88.38,8.08,19.95,2.93
E01006478,4.92,34.24,68.47,4.41,3.73,2.5
E01006479,12.57,6.59,98.2,14.37,4.49,3.87
E01006480,4.93,13.76,90.35,0,3.49,2.64
E01006481,6.79,2.58,95.32,3.75,0,2.97
E01006482,11.99,3.08,94.18,4.11,5.48,3.84
E01006483,5.2,19.86,82.27,0,0,2.55
E01006484,13.29,2.72,97.89,0,,3.38
E01006485,20.86,27.54,70.59,5.61,0,3.54
E01006486,37.09,0,95.77,14.55,,4.96
E01006487,29.82,0,84.65,13.6,10.53,4.42
E01006488,16.39,50.28,49.35,4.84,0,3.17
E01006489,22.5,0,98.57,8.57,,4.16
E01006490,5.39,1.45,97.93,0,31.54,3.09
E01006491,10.32,1.23,94.84,,18.18,3.26
E01006492,4.73,8.73,97.09,0,0,3.05
E01006493,0,42.83,63.68,,0,2.04
E01006494,2.5,30.55,79.97,0,11.19,2.3
E01006495,1.96,31.17,78.92,0,20.48,2.44
E01006496,14.2,10.49,98.46,1.85,0,3.32
E01006497,10.07,12.69,89.18,5.6,2.24,3.17
E01006498,11.42,3.2,96.8,0,13.24,4.14
E01006499,15.82,28.8,65.72,8.72,8.52,2.95
E01006500,5.28,9.24,94.72,1.98,,2.9
E01006501,18.9,7.9,96.22,0,5.15,3.08
E01006502,28.42,16.35,97.32,10.99,17.69,3.73
E01006503,22.94,5.05,92.2,16.51,2.75,4.79
E01006504,2.43,15.5,93.01,,1.82,2.61
E01006505,5.88,10.55,99.19,1.62,0,2.84
E01006506,9.79,5.34,92.58,,10.98,2.63
E01006507,4.27,5.69,96.21,1.18,5.92,2.6
E01006508,17.38,3.05,97.56,0,1.52,3.31
E01006509,3.57,27.83,98.66,0,31.7,2.24
E01006510,14.07,21.67,78.71,0,2.28,3.21
E01006512,12.9,0,46.77,19.12,13.13,2.99
E01006514,13.01,6.4,74.63,58.64,4.9,4.18
E01006518,14.97,2.08,89.6,41.58,7.9,3.12
E01006519,32.63,0,98.42,40.53,0,6.15
E01006520,15.63,3.36,78.14,55,7.72,2.86
E01006521,13.12,5.62,76.83,28.96,7.5,3.26
E01006522,15.78,1.34,88.9,67.11,6.68,3.15
E01006523,15.09,6.79,82.08,56.6,5.66,3.45
E01006524,9.26,28.89,79.01,22.35,20.09,3.57
E01006525,29.15,2.51,88.44,24.62,0,5.43
E01006526,16.38,6.03,93.39,42.53,1.44,3.65
E01006527,14.33,3.51,97.08,38.3,5.56,3.75
E01006528,16.34,4.9,95.42,67.97,4.9,5.05
E01006529,23.75,0,94.64,85.44,,4.97
E01006530,26.59,,97.75,7.87,0,4.74
E01006531,17.43,1.64,98.68,4.28,,3.87
E01006532,30.24,6.05,95.56,12.1,5.24,6.93
E01006533,18.11,0,90.12,12.76,0,4.31
E01006534,16.71,27.84,71.23,13.69,1.62,3.75
E01006535,12.77,27.45,97.55,12.77,24.18,3.79
E01006536,18.23,2.64,93.29,19.9,6.47,3.92
E01006537,6.78,13.55,51.65,0.92,48.35,2.88
E01006538,23.15,0,98.03,17.73,0,4.75
E01006539,26.21,7.26,92.74,16.53,8.87,6.34
E01006540,16.07,2.76,88.8,77.76,4.06,3.31
E01006541,14.86,1.8,93.02,54.05,0,3.57
E01006542,18.58,3.28,95.36,85.25,,4.67
E01006543,34.27,0,98.88,23.6,,4.56
E01006544,12.14,1.73,97.69,52.79,1.93,3.28
E01006545,25.33,1.56,98.22,95.11,0,4.34
E01006546,26.29,0,94.6,93.19,0,4.55
E01006547,29.98,0,85.01,82.54,0,4.42
E01006548,23.39,0,97.66,91.23,0,4.04
E01006549,19.66,0,87.46,81.02,2.71,3.92
E01006550,16.5,1.97,98.03,86.95,3.94,5.09
E01006551,10.31,5.73,76.72,17.37,10.11,2.96
E01006552,14.84,3.15,94.06,77.74,2.78,3.66
E01006553,19.16,0,95.28,94.49,0,5.02
E01006554,23.36,1.46,91.48,91,0,5.45
E01006556,18.32,2.07,91.6,83.47,0.83,3.44
E01006557,13.84,4.13,94.01,82.85,11.78,4.33
E01006558,17.28,0,94.82,84.02,,3.41
E01006560,3.07,13.54,85.02,4.15,14.26,2.3
E01006562,21.14,,93.11,85.27,,3.85
E01006563,8.88,1.51,93.19,29.11,1.32,2.74
E01006564,9.36,3.51,95.61,0,9.94,2.84
E01006565,16.92,0,96.99,27.44,,3.88
E01006566,23.51,0,84.91,28.42,0,3.95
E01006567,14.08,3.05,97.18,9.39,2.35,3.26
E01006568,10.29,2.57,94.12,2.57,0,3.11
E01006569,15.15,0,96.54,21.21,,3.94
E01006570,28.57,0,91.35,27.82,6.77,4.47
E01006571,14.01,2.93,96.09,3.91,2.28,3.16
E01006572,11.43,13.06,84.9,3.67,,3.08
E01006573,12.27,3.07,97.34,68.51,,3.02
E01006574,18.75,0,98.05,5.08,2.34,3.59
E01006575,29.92,0,95.83,40.53,0,4.74
E01006576,24.7,15.98,84.5,7.02,6.78,3.83
E01006577,25.81,0,98.16,27.65,16.59,5
E01006578,24.32,,97.3,0,,4.16
E01006579,32.82,0,98.46,12.31,,5.65
E01006580,30.32,0,99.47,7.98,0,5.64
E01006581,32.43,0,99.1,22.07,,5.62
E01006582,33.83,4.48,93.03,22.89,,6.29
E01006583,37.76,0,97.9,16.08,,6.85
E01006584,24.32,13.36,78.08,26.03,0,3.95
E01006585,11.99,2.25,97.38,13.48,0,3.2
E01006586,17.44,9.25,93.06,32.03,25.98,3.51
E01006587,11.99,2.74,92.47,21.92,9.25,3.85
E01006588,24.53,2.8,92.52,65.65,2.8,4.53
E01006589,33.04,2.68,92.86,12.95,0,5.16
E01006590,21.37,0,90.24,88.13,1.58,4.75
E01006591,26.82,0,95.03,75.17,0,5.32
E01006592,24.2,9.55,78.66,34.08,17.2,6.06
E01006593,17.56,3.31,88.8,82.95,9.92,4.39
E01006594,26.07,0,82.94,6.64,0,5.8
E01006595,18.29,0,95.85,49.27,4.39,4.07
E01006596,22.51,0,98.27,37.66,0,5.07
E01006597,34.63,3.88,86.08,38.83,2.91,5.79
E01006598,5.12,13.99,86.35,11.6,8.53,2.6
E01006599,4.56,45.84,49.87,8.31,1.34,2.16
E01006600,16.73,0,98.41,17.53,,4.11
E01006603,11.86,,97.29,14.24,,3.64
E01006604,15.6,13.83,83.33,11.7,0,3.74
E01006605,17.69,,94.22,27.08,0,3.89
E01006606,18.05,0,94.97,49.7,7.69,3.73
E01006607,5.65,0,99.13,23.91,0,3.12
E01006608,20.72,6.01,98.2,64.26,27.33,3.97
E01006609,27.82,1.93,93.11,88.15,,4.69
E01006610,16.24,5.35,81.98,72.48,3.56,3.8
E01006611,24.23,0,96.02,93.13,,3.59
E01006612,4.96,0,98.94,17.73,,2.62
E01006613,15.87,2.95,98.15,15.5,,3.45
E01006614,19.74,0,97.59,89.69,0,3.67
E01006615,20.43,2.38,97.39,84.09,,3.92
E01006616,19.06,4.32,96.76,23.02,,3.59
E01006617,10.9,22.07,84.04,26.86,13.03,3.35
E01006618,12.83,4.15,95.47,20,0,3.84
E01006619,25.36,3.17,89.91,50.72,4.61,4.27
E01006620,23.42,0,88.85,19.33,0,4.22
E01006621,15.75,20.89,66.1,11.64,2.4,4.7
E01006622,34.47,,98.54,9.22,,5.15
E01006623,12.2,3.66,100,,5.49,4.49
E01006624,9.41,0,94.71,2.35,12.94,3.29
E01006625,21.25,4.17,93.75,8.75,,3.82
E01006626,25.37,,97.56,21.46,0,4.45
E01006627,20.24,,98.02,5.95,13.1,4.45
E01006628,18.86,3.14,97.43,62.86,2.86,4.54
E01006629,11.07,19.13,77.85,20.81,2.01,3.32
E01006630,8.71,41.37,36.86,9.49,4.04,2.1
E01006632,15.27,5.31,89.82,61.5,7.08,3.63
E01006633,12.92,1.85,96.92,42.15,2.46,2.88
E01006637,6.47,0,98.2,0,10.79,2.96
E01006638,7.4,41.64,93.42,6.03,36.99,2.39
E01006639,12.5,0,98.86,11.36,4.55,3.57
E01006640,20.62,2.15,97.54,8.31,17.54,4.48
E01006641,7.31,0,98.46,0,4.62,2.92
E01006642,8.67,23.33,83.67,2,8,2.79
E01006643,6.32,12.09,87.64,2.47,5.77,2.77
E01006644,8.18,6.34,95.3,2.66,27.81,2.81
E01006645,6.94,12.5,91.67,0,1.67,2.73
E01006646,6.01,3.14,52.46,12.84,9.15,3.54
E01006647,1.58,26.36,63.27,1.41,6.85,2.28
E01006648,3.61,22.12,36.44,0,58.91,2
E01006651,8.4,20.17,81.93,6.3,12.18,3.28
E01006652,22.96,3.32,94.86,74.32,,4.36
E01006653,7.87,14.47,84.01,13.71,0,2.87
E01006654,17.87,0,98.13,39.2,9.87,3.45
E01006655,21.71,0,97.7,22.37,5.59,4.17
E01006656,23.5,4.87,92.55,73.35,,4.02
E01006657,18.18,1.75,91.61,50.35,0,3.61
E01006658,5.98,9.51,91.03,6.25,,2.78
E01006659,8.56,4.28,93.27,1.53,7.65,2.75
E01006660,6.21,18.08,84.18,7.34,5.93,2.9
E01006661,4.32,3.51,98.65,0,6.49,2.92
E01006662,3.23,16.13,93.15,0,15.12,2.36
E01006663,7.72,2.32,97.68,,4.25,2.97
E01006664,21.93,5.39,80.86,10.04,6.88,3.34
E01006665,6.94,2.45,97.96,,2.86,3.1
E01006666,8.38,0,98.32,,0,3.95
E01006667,10.99,5.13,92.31,0,,3.14
E01006668,8.97,0,99.15,,0,3.36
E01006669,6.96,3.48,97.83,0,3.48,3.51
E01006670,7.08,2.92,96.25,0,2.08,3.27
E01006671,11.28,4.1,97.44,,0,4.07
E01006672,13.87,0,97.98,11.27,2.31,3.36
E01006673,11.51,3.89,75.12,41.52,4.67,2.74
E01006674,7.65,12.76,81.46,51.87,10.54,2.66
E01006675,12.65,1.84,65.3,57.95,3.89,3.15
E01006676,12.38,1.48,92.24,70.61,2.22,3.22
E01006677,4.02,10.53,98.14,57.59,10.22,2.45
E01006678,8.26,6.24,91.4,46.21,13.32,2.74
E01006679,6.7,25.08,67.45,20.25,7.32,2.3
E01006680,32.18,,97.52,7.92,,5.44
E01006681,15.87,3.29,85.03,8.38,11.38,4.01
E01006682,38.22,,97.91,14.66,,6.15
E01006683,34.55,0,96.36,8.64,0,5.56
E01006684,16.06,15.63,81.58,19.7,29.98,4.12
E01006685,22.09,3.1,93.8,16.28,7.75,4.75
E01006686,36.59,,98.54,27.32,0,6.25
E01006687,15.73,16.15,82.61,19.25,22.57,4.43
E01006688,28.75,7.89,86.01,48.85,8.65,4.38
E01006689,18.77,1.81,95.31,28.16,3.25,4.21
E01006690,15.1,6.16,88.27,69.21,4.84,3.51
E01006691,14.05,0,93.08,92.87,0,3.88
E01006692,18.51,22.07,79.08,53.33,8.16,3.64
E01006693,10.88,5.09,81.75,5.44,13.68,2.61
E01006694,18.48,0,96.56,81.81,0,3.77
E01006695,21.43,1.11,81.03,80.05,1.11,3.39
E01006696,11.93,7.05,91.86,48.46,12.12,2.95
E01006697,16.07,10.53,96.54,83.1,10.53,3.59
E01006698,25.61,0,93.54,82.85,0,4.35
E01006699,10.57,4.41,96.48,62.78,1.76,3.23
E01006700,19.24,4.86,92.81,79.7,0,3.92
E01006701,14.63,12.23,77.7,41.97,4.56,3.23
E01006702,18,6.72,90.24,66.81,5.64,3.71
E01006703,9,8.59,83.44,16.77,15.95,2.69
E01006705,21.58,3.66,93.45,82.85,0,3.83
E01006706,3.18,2.27,99.09,2.73,,3.11
E01006707,6.32,14.13,87.73,,0,2.92
E01006708,8.33,2.22,98.06,1.67,6.94,3.36
E01006709,6.98,6.03,99.05,2.22,11.75,2.92
E01006710,17.28,16.61,79.07,0,0,3.23
E01006711,19.29,5.39,88.17,74.27,3.94,3.97
E01006712,26.87,0,98.64,87.07,,4.15
E01006713,19.94,0,96.87,83.76,,3.93
E01006716,13.44,0,93.87,52.83,4.25,3.1
E01006717,30.42,5.83,86.41,52.75,5.5,4.56
E01006718,27.05,4.37,92.62,81.42,0,4.69
E01006719,20,1.82,96.97,68.48,0,4.26
E01006721,8.21,2.24,92.09,71.34,11.04,2.79
E01006722,14.23,1.69,95.51,91.39,2.25,4.4
E01006723,15.48,2.78,92.17,83.83,1.91,3.93
E01006724,16.11,0,97.32,94.63,,4.68
E01006725,16.33,11.02,81.63,62.24,4.08,3.51
E01006726,13.79,2.03,98.17,90.47,1.22,3.92
E01006727,22.28,,92.08,91.58,0,4.17
E01006728,12.04,0.91,95.88,83.99,2.59,2.97
E01006729,10.63,,97.1,29.95,,3.22
E01006730,14.89,0,97.87,13.3,,3.69
E01006731,11.03,,98.1,8.75,0,3.69
E01006732,0,0,99.51,48.04,,2.74
E01006734,7.71,,98.86,9.14,0,3.02
E01006735,8.94,11.17,87.99,4.75,,3.11
E01006736,13.69,0,98.34,8.71,0,3.72
E01006737,10.2,0,99.22,14.9,3.92,3.67
E01006738,11.9,5.57,94.68,38.48,3.8,3.44
E01006739,2.85,25.49,59.82,0,4.35,2.42
E01006740,5.18,7.66,79.09,18.84,28.57,2.61
E01006741,3.66,33.97,87.63,0.87,15.85,2.6
E01006742,13.62,22.37,78.41,44.73,0,3.62
E01006743,8.18,4.73,70.91,14.18,26,3
E01006744,15.71,1.77,91.59,78.98,4.2,3.78
E01006745,22.24,5.93,80.4,66.23,12.52,3.75
E01006746,8.91,10.24,84.86,50.78,5.35,3.42
E01006747,6.82,17.94,45.48,27.82,29.76,2.65
E01006748,13.76,0,91.2,92.48,2.24,4.07
E01006751,9.82,19.65,57.02,2.46,15.26,2.54
E01006753,5.61,31.14,72.92,,1.74,2.63
E01006754,3.92,19.62,82.25,0,2.39,2.59
E01006755,2.83,12.53,89.9,,5.25,2.86
E01006756,5.46,6.82,94.54,0,6.04,3.04
E01006757,3.87,11.62,89.83,0,3.15,3.12
E01006758,5.81,3.78,97.38,0,1.74,3.3
E01006759,24.83,12.08,84.9,73.15,11.41,5.1
E01006760,20.73,2.17,76.83,82.38,2.98,3.91
E01006761,22.03,0,87.22,45.37,7.49,3.46
E01006762,9.69,12.37,96.49,22.27,17.53,3.04
E01006763,25.28,0,96.81,76.99,0,4.31
E01006764,24.17,6.24,89.28,80.9,2.73,4.5
E01006765,18.9,0,98.78,64.63,1.52,4.15
E01006766,22.6,2.35,92.32,79.96,0,4.09
E01006767,19.3,1.5,92.35,62.56,14.81,3.9
E01006768,27.06,2.06,95.36,73.2,2.84,4.96
E01006769,2.86,11.69,90.91,0,7.27,2.53
E01006770,6.25,18.75,84.13,,2.4,2.88
E01006771,5.1,27.39,71.13,,6.16,2.49
E01006772,9.8,10.61,94.29,0,6.53,3.27
E01006773,28.49,0,97.31,8.6,,4.68
E01006774,15.38,,97.8,0,0,4.21
E01006775,3.48,36.82,69.15,0,1.99,2.43
E01006776,2.78,32.54,61.38,24.07,13.76,2.69
E01006778,11.93,4.3,75.45,40.08,9.02,3.14
E01006779,5.02,11.42,73.29,4.34,7.08,2.49
E01006780,25.6,0,97.32,68.75,0,4.78
E01006781,20,0,97.67,36.28,0,4.43
E01006782,34.15,,94.58,83.2,,5.12
E01006783,28.49,,91.9,70.95,,4.6
E01006784,29.02,,93.36,88.11,,5
E01006785,22.2,2.15,73.99,46.06,17.66,4.29
E01006786,27.88,0,94.55,55.77,8.33,4.64
E01006787,23.32,2.64,83.89,68.99,6.97,4.51
E01006788,22.28,4.05,94.68,50.63,7.09,4.32
E01006790,10.9,21.4,75.91,54.1,4.31,2.82
E01006791,13.77,14.15,68.87,38.11,6.6,3.15
E01006792,31.56,0,77.05,7.79,0,6.49
E01006793,11.67,11.43,74.05,5,14.52,3.58
E01006794,21.33,13.33,80.53,26.4,15.2,5.06
E01006795,27.24,9.97,85.71,30.23,4.65,4.59
E01006796,28.28,9.02,95.9,6.97,11.07,7.4
E01006797,20.26,0,98.69,3.27,0,3.82
E01006798,20,0,96.44,3.56,0,4.22
E01006799,9.79,9.12,81.5,21.45,10.99,2.8
E01006800,18.73,9.36,85.77,,0,4.04
E01006801,10.78,44.82,56.66,1.27,2.33,3.26
E01006802,20.55,0,95.4,11.66,1.84,4.13
E01006803,25.58,0,97.21,33.49,0,5.31
E01006804,21.46,0,99.23,6.13,0,4.38
